protocol_id,beta,schedule,spatial_mode,duration_s,current_uA,pulse_width_us,total_pulses,weight_erasure,residual_performance,savings,trace_auc_proxy,criticality_distance,health,energy_cost,path_erasure,replicates
b-1_alternating_blue_red_shared_0.75s_2.6uA,-1.0,alternating_blue_red,shared,0.75,2.6,160,282,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.22491733333333333,-0.4372483638233799,3
b-1_alternating_blue_red_shared_1.5s_0.8uA,-1.0,alternating_blue_red,shared,1.5,0.8,160,486,-0.8536604004670475,0.6666666666666666,-0.611111111056713,0.5341831381030694,0.04655482567313318,0.10026749873286413,0.12757333333333334,-0.8536857085272352,3
b-1_alternating_blue_red_shared_1.5s_1.6uA,-1.0,alternating_blue_red,shared,1.5,1.6,160,486,-0.8536604004670475,0.6666666666666666,-0.611111111056713,0.5341831381030694,0.04655482567313318,0.10026749873286413,0.2551466666666667,-0.8536857085272352,3
b-1_alternating_blue_red_shared_1.5s_2.6uA,-1.0,alternating_blue_red,shared,1.5,2.6,160,486,-0.8536604004670475,0.6666666666666666,-0.611111111056713,0.5341831381030694,0.04655482567313318,0.10026749873286413,0.41461333333333333,-0.8536857085272352,3
b-1_alternating_blue_red_shared_3s_0.8uA,-1.0,alternating_blue_red,shared,3.0,0.8,160,924,-1.8657996293277421,0.4583333333333333,-0.4444444444004631,0.5325066827554111,0.04442465096910333,0.09959368652975532,0.23517866666666665,-1.8657062864891356,3
b-1_alternating_blue_red_shared_3s_1.6uA,-1.0,alternating_blue_red,shared,3.0,1.6,160,924,-1.8657996293277421,0.4583333333333333,-0.4444444444004631,0.5325066827554111,0.04442465096910333,0.09959368652975532,0.4703573333333333,-1.8657062864891356,3
b-1_alternating_blue_red_shared_3s_2.6uA,-1.0,alternating_blue_red,shared,3.0,2.6,160,924,-1.8657996293277421,0.4583333333333333,-0.4444444444004631,0.5325066827554111,0.04442465096910333,0.09959368652975532,0.7643306666666666,-1.8657062864891356,3
b-1_epoch_pause_correlated_0.75s_0.8uA,-1.0,epoch_pause,correlated,0.75,0.8,160,174,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.035498666666666664,-0.4372483638233799,3
b-1_epoch_pause_correlated_0.75s_1.6uA,-1.0,epoch_pause,correlated,0.75,1.6,160,174,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.07099733333333333,-0.4372483638233799,3
b-1_epoch_pause_correlated_0.75s_2.6uA,-1.0,epoch_pause,correlated,0.75,2.6,160,174,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.11537066666666666,-0.4372483638233799,3
b-1_epoch_pause_correlated_1.5s_0.8uA,-1.0,epoch_pause,correlated,1.5,0.8,160,253,-0.8536604004670475,0.6666666666666666,-0.611111111056713,0.5341831381030694,0.04655482567313318,0.10026749873286413,0.06502399999999998,-0.8536857085272352,3
b-1_epoch_pause_correlated_1.5s_1.6uA,-1.0,epoch_pause,correlated,1.5,1.6,160,253,-0.8536604004670475,0.6666666666666666,-0.611111111056713,0.5341831381030694,0.04655482567313318,0.10026749873286413,0.13004799999999997,-0.8536857085272352,3
b-1_epoch_pause_correlated_1.5s_2.6uA,-1.0,epoch_pause,correlated,1.5,2.6,160,253,-0.8536604004670475,0.6666666666666666,-0.611111111056713,0.5341831381030694,0.04655482567313318,0.10026749873286413,0.211328,-0.8536857085272352,3
b-1_epoch_pause_correlated_3s_0.8uA,-1.0,epoch_pause,correlated,3.0,0.8,160,515,-1.8657996293277421,0.4583333333333333,-0.4444444444004631,0.5325066827554111,0.04442465096910333,0.09959368652975532,0.128768,-1.8657062864891356,3
b-1_epoch_pause_correlated_3s_1.6uA,-1.0,epoch_pause,correlated,3.0,1.6,160,515,-1.8657996293277421,0.4583333333333333,-0.4444444444004631,0.5325066827554111,0.04442465096910333,0.09959368652975532,0.257536,-1.8657062864891356,3
b-1_epoch_pause_correlated_3s_2.6uA,-1.0,epoch_pause,correlated,3.0,2.6,160,515,-1.8657996293277421,0.4583333333333333,-0.4444444444004631,0.5325066827554111,0.04442465096910333,0.09959368652975532,0.418496,-1.8657062864891356,3
b-1_epoch_pause_independent_0.75s_0.8uA,-1.0,epoch_pause,independent,0.75,0.8,160,47,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.010154666666666666,-0.4372483638233799,3
b-1_epoch_pause_independent_0.75s_1.6uA,-1.0,epoch_pause,independent,0.75,1.6,160,47,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.020309333333333332,-0.4372483638233799,3
b-1_epoch_pause_independent_0.75s_2.6uA,-1.0,epoch_pause,independent,0.75,2.6,160,47,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.033002666666666666,-0.4372483638233799,3
b-1_epoch_pause_independent_1.5s_0.8uA,-1.0,epoch_pause,independent,1.5,0.8,160,86,-0.8536604004670475,0.6666666666666666,-0.611111111056713,0.5341831381030694,0.04655482567313318,0.10026749873286413,0.020650666666666664,-0.8536857085272352,3
b-1_epoch_pause_independent_1.5s_1.6uA,-1.0,epoch_pause,independent,1.5,1.6,160,86,-0.8536604004670475,0.6666666666666666,-0.611111111056713,0.5341831381030694,0.04655482567313318,0.10026749873286413,0.04130133333333333,-0.8536857085272352,3
b-1_epoch_pause_independent_1.5s_2.6uA,-1.0,epoch_pause,independent,1.5,2.6,160,86,-0.8536604004670475,0.6666666666666666,-0.611111111056713,0.5341831381030694,0.04655482567313318,0.10026749873286413,0.06711466666666666,-0.8536857085272352,3
b-1_epoch_pause_independent_3s_0.8uA,-1.0,epoch_pause,independent,3.0,0.8,160,149,-1.8657996293277421,0.4583333333333333,-0.4444444444004631,0.5325066827554111,0.04442465096910333,0.09959368652975532,0.03720533333333333,-1.8657062864891356,3
b-1_epoch_pause_independent_3s_1.6uA,-1.0,epoch_pause,independent,3.0,1.6,160,149,-1.8657996293277421,0.4583333333333333,-0.4444444444004631,0.5325066827554111,0.04442465096910333,0.09959368652975532,0.07441066666666667,-1.8657062864891356,3
b-1_epoch_pause_independent_3s_2.6uA,-1.0,epoch_pause,independent,3.0,2.6,160,149,-1.8657996293277421,0.4583333333333333,-0.4444444444004631,0.5325066827554111,0.04442465096910333,0.09959368652975532,0.12091733333333332,-1.8657062864891356,3
b-1_epoch_pause_phase_shifted_0.75s_0.8uA,-1.0,epoch_pause,phase_shifted,0.75,0.8,160,192,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.040618666666666664,-0.4372483638233799,3
b-1_epoch_pause_phase_shifted_0.75s_1.6uA,-1.0,epoch_pause,phase_shifted,0.75,1.6,160,192,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.08123733333333333,-0.4372483638233799,3
b-1_epoch_pause_phase_shifted_0.75s_2.6uA,-1.0,epoch_pause,phase_shifted,0.75,2.6,160,192,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.13201066666666667,-0.4372483638233799,3
b-1_epoch_pause_phase_shifted_1.5s_0.8uA,-1.0,epoch_pause,phase_shifted,1.5,0.8,160,368,-0.8536604004670475,0.6666666666666666,-0.611111111056713,0.5341831381030694,0.04655482567313318,0.10026749873286413,0.079872,-0.8536857085272352,3
b-1_epoch_pause_phase_shifted_1.5s_1.6uA,-1.0,epoch_pause,phase_shifted,1.5,1.6,160,368,-0.8536604004670475,0.6666666666666666,-0.611111111056713,0.5341831381030694,0.04655482567313318,0.10026749873286413,0.159744,-0.8536857085272352,3
b-1_epoch_pause_phase_shifted_1.5s_2.6uA,-1.0,epoch_pause,phase_shifted,1.5,2.6,160,368,-0.8536604004670475,0.6666666666666666,-0.611111111056713,0.5341831381030694,0.04655482567313318,0.10026749873286413,0.259584,-0.8536857085272352,3
b-1_epoch_pause_phase_shifted_3s_0.8uA,-1.0,epoch_pause,phase_shifted,3.0,0.8,160,664,-1.8657996293277421,0.4583333333333333,-0.4444444444004631,0.5325066827554111,0.04442465096910333,0.09959368652975532,0.15564799999999998,-1.8657062864891356,3
b-1_epoch_pause_phase_shifted_3s_1.6uA,-1.0,epoch_pause,phase_shifted,3.0,1.6,160,664,-1.8657996293277421,0.4583333333333333,-0.4444444444004631,0.5325066827554111,0.04442465096910333,0.09959368652975532,0.31129599999999996,-1.8657062864891356,3
b-1_epoch_pause_phase_shifted_3s_2.6uA,-1.0,epoch_pause,phase_shifted,3.0,2.6,160,664,-1.8657996293277421,0.4583333333333333,-0.4444444444004631,0.5325066827554111,0.04442465096910333,0.09959368652975532,0.505856,-1.8657062864891356,3
b-1_epoch_pause_shared_0.75s_0.8uA,-1.0,epoch_pause,shared,0.75,0.8,160,289,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.06135466666666666,-0.4372483638233799,3
b-1_epoch_pause_shared_0.75s_1.6uA,-1.0,epoch_pause,shared,0.75,1.6,160,289,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.12270933333333332,-0.4372483638233799,3
b-1_epoch_pause_shared_0.75s_2.6uA,-1.0,epoch_pause,shared,0.75,2.6,160,289,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.19940266666666664,-0.4372483638233799,3
b-1_epoch_pause_shared_1.5s_0.8uA,-1.0,epoch_pause,shared,1.5,0.8,160,520,-0.8536604004670475,0.6666666666666666,-0.611111111056713,0.5341831381030694,0.04655482567313318,0.10026749873286413,0.11716266666666665,-0.8536857085272352,3
b-1_epoch_pause_shared_1.5s_1.6uA,-1.0,epoch_pause,shared,1.5,1.6,160,520,-0.8536604004670475,0.6666666666666666,-0.611111111056713,0.5341831381030694,0.04655482567313318,0.10026749873286413,0.2343253333333333,-0.8536857085272352,3
b-1_epoch_pause_shared_1.5s_2.6uA,-1.0,epoch_pause,shared,1.5,2.6,160,520,-0.8536604004670475,0.6666666666666666,-0.611111111056713,0.5341831381030694,0.04655482567313318,0.10026749873286413,0.3807786666666666,-0.8536857085272352,3
b-1_epoch_pause_shared_3s_0.8uA,-1.0,epoch_pause,shared,3.0,0.8,160,883,-1.8657996293277421,0.4583333333333333,-0.4444444444004631,0.5325066827554111,0.04442465096910333,0.09959368652975532,0.23065599999999997,-1.8657062864891356,3
b-1_epoch_pause_shared_3s_1.6uA,-1.0,epoch_pause,shared,3.0,1.6,160,883,-1.8657996293277421,0.4583333333333333,-0.4444444444004631,0.5325066827554111,0.04442465096910333,0.09959368652975532,0.46131199999999994,-1.8657062864891356,3
b-1_epoch_pause_shared_3s_2.6uA,-1.0,epoch_pause,shared,3.0,2.6,160,883,-1.8657996293277421,0.4583333333333333,-0.4444444444004631,0.5325066827554111,0.04442465096910333,0.09959368652975532,0.749632,-1.8657062864891356,3
b-1_static_correlated_0.75s_0.8uA,-1.0,static,correlated,0.75,0.8,160,209,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.04804266666666666,-0.4372483638233799,3
b-1_static_correlated_0.75s_1.6uA,-1.0,static,correlated,0.75,1.6,160,209,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.09608533333333331,-0.4372483638233799,3
b-1_static_correlated_0.75s_2.6uA,-1.0,static,correlated,0.75,2.6,160,209,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.15613866666666665,-0.4372483638233799,3
b-1_static_correlated_1.5s_0.8uA,-1.0,static,correlated,1.5,0.8,160,351,-0.8536604004670475,0.6666666666666666,-0.611111111056713,0.5341831381030694,0.04655482567313318,0.10026749873286413,0.08977066666666667,-0.8536857085272352,3
b-1_static_correlated_1.5s_1.6uA,-1.0,static,correlated,1.5,1.6,160,351,-0.8536604004670475,0.6666666666666666,-0.611111111056713,0.5341831381030694,0.04655482567313318,0.10026749873286413,0.17954133333333333,-0.8536857085272352,3
b-1_static_correlated_1.5s_2.6uA,-1.0,static,correlated,1.5,2.6,160,351,-0.8536604004670475,0.6666666666666666,-0.611111111056713,0.5341831381030694,0.04655482567313318,0.10026749873286413,0.29175466666666666,-0.8536857085272352,3
