protocol_id,beta,schedule,spatial_mode,duration_s,current_uA,pulse_width_us,total_pulses,weight_erasure,residual_performance,savings,trace_auc_proxy,criticality_distance,health,energy_cost,path_erasure,replicates,reset_score
b0_epoch_pause_independent_0.75s_2.6uA,0.0,epoch_pause,independent,0.75,2.6,160,38,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.026069333333333333,-0.4372483638233799,3,-0.46586417285382675
b1_epoch_pause_phase_shifted_0.75s_0.8uA,1.0,epoch_pause,phase_shifted,0.75,0.8,160,132,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.027647999999999995,-0.4372483638233799,3,-0.4659431061871601
b2_static_phase_shifted_0.75s_0.8uA,2.0,static,phase_shifted,0.75,0.8,160,132,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.027989333333333328,-0.4372483638233799,3,-0.4659601728538268
b2_epoch_pause_shared_0.75s_0.8uA,2.0,epoch_pause,shared,0.75,0.8,160,135,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.028074666666666664,-0.4372483638233799,3,-0.46596443952049343
b-1_static_independent_0.75s_1.6uA,-1.0,static,independent,0.75,1.6,160,60,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.028501333333333333,-0.4372483638233799,3,-0.46598577285382675
b0_epoch_pause_correlated_0.75s_0.8uA,0.0,epoch_pause,correlated,0.75,0.8,160,140,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.029354666666666668,-0.4372483638233799,3,-0.46602843952049344
b1_static_independent_0.75s_2.6uA,1.0,static,independent,0.75,2.6,160,44,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.03106133333333333,-0.4372483638233799,3,-0.46611377285382677
b0_epoch_pause_phase_shifted_0.75s_0.8uA,0.0,epoch_pause,phase_shifted,0.75,0.8,160,152,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.032085333333333334,-0.4372483638233799,3,-0.4661649728538268
b1_static_correlated_0.75s_0.8uA,1.0,static,correlated,0.75,0.8,160,149,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.03234133333333333,-0.4372483638233799,3,-0.4661777728538268
b-1_epoch_pause_independent_0.75s_2.6uA,-1.0,epoch_pause,independent,0.75,2.6,160,47,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.033002666666666666,-0.4372483638233799,3,-0.46621083952049347
b-2_static_independent_0.75s_1.6uA,-2.0,static,independent,0.75,1.6,160,67,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.03362133333333333,-0.4372483638233799,3,-0.4662417728538268
b0_alternating_blue_red_independent_0.75s_2.6uA,0.0,alternating_blue_red,independent,0.75,2.6,160,49,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.034389333333333334,-0.4372483638233799,3,-0.4662801728538268
b1_alternating_blue_red_independent_0.75s_2.6uA,1.0,alternating_blue_red,independent,0.75,2.6,160,49,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.034389333333333334,-0.4372483638233799,3,-0.4662801728538268
b-2_alternating_blue_red_independent_0.75s_2.6uA,-2.0,alternating_blue_red,independent,0.75,2.6,160,49,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.034389333333333334,-0.4372483638233799,3,-0.4662801728538268
b2_alternating_blue_red_independent_0.75s_2.6uA,2.0,alternating_blue_red,independent,0.75,2.6,160,49,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.034389333333333334,-0.4372483638233799,3,-0.4662801728538268
b-1_alternating_blue_red_independent_0.75s_2.6uA,-1.0,alternating_blue_red,independent,0.75,2.6,160,49,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.034389333333333334,-0.4372483638233799,3,-0.4662801728538268
b-1_epoch_pause_correlated_0.75s_0.8uA,-1.0,epoch_pause,correlated,0.75,0.8,160,174,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.035498666666666664,-0.4372483638233799,3,-0.46633563952049345
