protocol_id,program_family,duration_s,energy_cost,predicted_loss,predicted_task_erasure,predicted_health_penalty,model_uncertainty
optimized_00001_rest,rest,0.5,0.0,6.570700202690793,-0.1082648950569518,0.3780293599375211,0.031249432118888372
optimized_00000_actuator_positive_control,actuator_positive_control,0.5,5.120000000000012,141912.79279331272,-206.61522366813674,178.2700775515902,0.031249432118888372
