task,seeds,edges,delta_norm_mean,delta_norm_sd,mean_axis_alignment_mean,mean_axis_alignment_sd,pca_top1_variance_explained,pca_top2_variance_explained,pca_top5_variance_explained,pca_participation_ratio,svd_top1_variance_explained,svd_top2_variance_explained,svd_top5_variance_explained,centered_singular_values,uncentered_singular_values
overlapping_shared_target_association,50,4096,1.6598007782600641,0.10624783568620838,0.8609249788056875,0.04695567402397944,0.13077502904409447,0.2501197943912403,0.5033915326629909,14.553035173171844,0.8584370642839675,0.8771345458381872,0.9197679323628655,1.6161|1.54385|1.43256|1.2488|1.2027|1.13619|1.05724|0.941432|0.865607|0.769614,10.896|1.60806|1.52915|1.41776|1.24413|1.1962|1.09911|1.05719|0.936283|0.862013
