protocol_id,program_family,duration_s,energy_cost,predicted_loss,predicted_task_erasure,predicted_health_penalty,model_uncertainty
optimized_00036_task_input_drive,task_input_drive,0.5,0.17600000000000005,1.532778790512055,0.7992163384053347,0.050662122240674505,0.46977434543581653
optimized_00001_rest,rest,0.5,0.0,5.801153734804663,-0.000424360041738181,0.006808442217476346,0.46977434543581653
optimized_00029_task_input_drive,task_input_drive,0.5,0.16,6.287423076937968,-0.06554376879156232,0.059272380604207656,0.46977434543581653
optimized_00007_task_input_drive,task_input_drive,0.5,0.1539999999999999,10.833893402116866,-0.5861432640966009,0.04713121916708549,0.46977434543581653
optimized_00074_task_input_drive,task_input_drive,0.5,0.16000000000000011,19.35298793198848,-1.3138741611043159,0.19233094756960462,0.46977434543581653
optimized_00010_task_input_drive,task_input_drive,0.5,0.7000000000000005,21.134543586940037,-1.4400855324974682,0.11497628591072726,0.46977434543581653
optimized_00019_task_input_drive,task_input_drive,0.5,0.7700000000000006,23.03864375971429,-1.5691582652823888,0.22592732199617038,0.46977434543581653
optimized_00048_task_input_drive,task_input_drive,0.5,0.1399999999999999,23.924426024262903,-1.6411709262149294,0.04864727058824091,0.46977434543581653
