task,seed,direction,alpha,score,criterion,distance_from_naive,distance_from_trained
conditioned_electrode_association,6,axis,1.0,0.0,0.4,3.178861718478076e-15,63.06796838108899
conditioned_electrode_association,6,random,1.0,1.0,0.4,85.120703605466,61.1048114917563
conditioned_electrode_association,1,axis,0.0,1.0,0.4,58.17232467651363,0.0
conditioned_electrode_association,1,random,0.0,1.0,0.4,58.17232467651363,0.0
conditioned_electrode_association,1,axis,0.0667,1.0,0.4,54.29223062059017,3.880094055923459
conditioned_electrode_association,1,random,0.0667,1.0,0.4,58.11441282617593,3.873288154076502
conditioned_electrode_association,1,axis,0.1333,1.0,0.4,50.41795379713436,7.754370879379266
conditioned_electrode_association,1,random,0.1333,1.0,0.4,58.30770100841152,7.739264070451232
conditioned_electrode_association,1,axis,0.2,1.0,0.4,46.5378597412109,11.634464935302724
conditioned_electrode_association,1,random,0.2,1.0,0.4,58.750706662674155,11.610459843560047
conditioned_electrode_association,1,axis,0.2667,1.0,0.4,42.65776568528744,15.514558991226185
conditioned_electrode_association,1,random,0.2667,1.0,0.4,59.43922166299192,15.481652023973671
conditioned_electrode_association,1,axis,0.3333,1.0,0.4,38.78348886183164,19.388835814681993
conditioned_electrode_association,1,random,0.3333,1.0,0.4,60.363933622648666,19.3464706419675
conditioned_electrode_association,1,axis,0.4,1.0,0.4,34.90339480590818,23.26892987060545
conditioned_electrode_association,1,random,0.4,1.0,0.4,61.51666130678918,23.21455233830855
conditioned_electrode_association,1,axis,0.4667,1.0,0.4,31.023300749984717,27.14902392652891
conditioned_electrode_association,1,random,0.4667,1.0,0.4,62.880240191669614,27.07330596837696
conditioned_electrode_association,1,axis,0.5333,1.0,0.4,27.149023926528905,31.023300749984713
conditioned_electrode_association,1,random,0.5333,1.0,0.4,64.43311391213463,30.907722277390416
conditioned_electrode_association,1,axis,0.6,1.0,0.4,23.26892987060545,34.90339480590818
conditioned_electrode_association,1,random,0.6,1.0,0.4,66.15911404751941,34.721579458821424
conditioned_electrode_association,1,axis,0.6667,1.0,0.4,19.388835814681993,38.78348886183163
conditioned_electrode_association,1,random,0.6667,1.0,0.4,68.03481407065023,38.502930864749054
conditioned_electrode_association,1,axis,0.7333,0.375,0.4,15.514558991226188,42.65776568528744
conditioned_electrode_association,1,random,0.7333,1.0,0.4,70.03611400960905,42.23893942913769
conditioned_electrode_association,1,axis,0.8,0.0,0.4,11.634464935302724,46.5378597412109
conditioned_electrode_association,1,random,0.8,1.0,0.4,72.14933199721894,45.93594667546047
conditioned_electrode_association,1,axis,0.8667,0.0,0.4,7.754370879379264,50.417953797134366
conditioned_electrode_association,1,random,0.8667,1.0,0.4,74.35606962011052,49.58875062418293
conditioned_electrode_association,1,axis,0.9333,0.0,0.4,3.880094055923458,54.29223062059017
conditioned_electrode_association,1,random,0.9333,1.0,0.4,76.63549757467975,53.18763638167727
conditioned_electrode_association,1,axis,1.0,0.0,0.4,2.890613613702811e-15,58.17232467651363
conditioned_electrode_association,1,random,1.0,1.0,0.4,78.97892662545672,56.740097820264154
conditioned_electrode_association,2,axis,0.0,1.0,0.4,61.36584221027874,0.0
conditioned_electrode_association,2,random,0.0,1.0,0.4,61.36584221027874,0.0
conditioned_electrode_association,2,axis,0.0667,1.0,0.4,57.27274053485315,4.093101675425593
conditioned_electrode_association,2,random,0.0667,1.0,0.4,61.28857963762398,4.0845197610591795
conditioned_electrode_association,2,axis,0.1333,1.0,0.4,53.18577544364859,8.180066766630157
conditioned_electrode_association,2,random,0.1333,1.0,0.4,61.475318541140055,8.160909796738396
conditioned_electrode_association,2,axis,0.2,1.0,0.4,49.092673768223,12.27316844205575
conditioned_electrode_association,2,random,0.2,1.0,0.4,61.925718246054714,12.243032868709015
conditioned_electrode_association,2,axis,0.2667,1.0,0.4,44.99957209279741,16.366270117481342
conditioned_electrode_association,2,random,0.2667,1.0,0.4,62.635759714005474,16.325253161544776
conditioned_electrode_association,2,axis,0.3333,1.0,0.4,40.91260700159284,20.453235208685907
conditioned_electrode_association,2,random,0.3333,1.0,0.4,63.59597578311965,20.40085701145098
conditioned_electrode_association,2,axis,0.4,1.0,0.4,36.819505326167246,24.5463368841115
conditioned_electrode_association,2,random,0.4,1.0,0.4,64.79636677551272,24.47874975020589
conditioned_electrode_association,2,axis,0.4667,1.0,0.4,32.72640365074165,28.639438559537087
conditioned_electrode_association,2,random,0.4667,1.0,0.4,66.21911164470004,28.5446931921178
conditioned_electrode_association,2,axis,0.5333,1.0,0.4,28.639438559537087,32.72640365074165
conditioned_electrode_association,2,random,0.5333,1.0,0.4,67.84038959885962,32.580611502397296
conditioned_electrode_association,2,axis,0.6,1.0,0.4,24.5463368841115,36.819505326167246
conditioned_electrode_association,2,random,0.6,1.0,0.4,69.6412702552737,36.587893838535
conditioned_electrode_association,2,axis,0.6667,1.0,0.4,20.453235208685907,40.91260700159284
conditioned_electrode_association,2,random,0.6667,1.0,0.4,71.59628188025457,40.5542271192533
conditioned_electrode_association,2,axis,0.7333,0.25,0.4,16.366270117481346,44.99957209279741
