task,seeds,edges,delta_norm_mean,delta_norm_sd,mean_axis_alignment_mean,mean_axis_alignment_sd,pca_top1_variance_explained,pca_top2_variance_explained,pca_top5_variance_explained,pca_participation_ratio,svd_top1_variance_explained,svd_top2_variance_explained,svd_top5_variance_explained,centered_singular_values,uncentered_singular_values
pattern_discrimination,50,4096,1.7096304212827746,0.10663083629257178,0.8601125588308435,0.05090144854104159,0.14040049689018322,0.25245440131775776,0.4759320344193234,15.803197028883304,0.8582759844979806,0.8785555918565084,0.9160489827502114,1.72706|1.54289|1.29316|1.25314|1.22679|1.0613|0.998375|0.94844|0.866058|0.825359,11.2209|1.72482|1.5056|1.29062|1.25209|1.20004|1.0293|0.966227|0.948439|0.860858
