task,seed,direction,alpha,score,criterion,distance_from_naive,distance_from_trained
multi_association_mapping,26,axis,0.0,0.9166666666666666,0.3,112.66456729256092,0.0
multi_association_mapping,26,random,0.0,0.9166666666666666,0.3,112.66456729256092,0.0
multi_association_mapping,26,axis,0.0667,0.9166666666666666,0.3,105.14984065414708,7.514726638413813
multi_association_mapping,26,random,0.0667,0.9166666666666666,0.3,112.19655191077719,7.457919534272117
multi_association_mapping,26,axis,0.1333,0.9166666666666666,0.3,97.64638047246252,15.018186820098368
multi_association_mapping,26,random,0.1333,0.9166666666666666,0.3,112.17928023850605,14.895039842850721
multi_association_mapping,26,axis,0.2,0.9166666666666666,0.3,90.13165383404872,22.532913458512187
multi_association_mapping,26,random,0.2,0.9166666666666666,0.3,112.6331561459472,22.342757204575463
multi_association_mapping,26,axis,0.2667,0.9166666666666666,0.3,82.61692719563493,30.047640096925992
multi_association_mapping,26,random,0.2667,0.9166666666666666,0.3,113.55386516060061,29.761757172432674
multi_association_mapping,26,axis,0.3333,0.9166666666666666,0.3,75.11346701395036,37.55110027861055
multi_association_mapping,26,random,0.3333,0.9166666666666666,0.3,114.90763291556401,37.08984531669623
multi_association_mapping,26,axis,0.4,0.9166666666666666,0.3,67.59874037553655,45.065826917024374
multi_association_mapping,26,random,0.4,0.9166666666666666,0.3,116.651530510998,44.299660201720876
multi_association_mapping,26,axis,0.4667,0.9166666666666666,0.3,60.08401373712274,52.58055355543817
multi_association_mapping,26,random,0.4667,0.9166666666666666,0.3,118.73160856804512,51.355445262623554
multi_association_mapping,26,axis,0.5333,0.9166666666666666,0.3,52.58055355543817,60.08401373712274
multi_association_mapping,26,random,0.5333,0.9166666666666666,0.3,121.09716008833637,58.23798102833457
multi_association_mapping,26,axis,0.6,0.8333333333333334,0.3,45.065826917024374,67.59874037553655
multi_association_mapping,26,random,0.6,0.9166666666666666,0.3,123.70708891044438,64.95804677635826
multi_association_mapping,26,axis,0.6667,0.8333333333333334,0.3,37.551100278610555,75.11346701395036
