task,seeds,edges,delta_norm_mean,delta_norm_sd,mean_axis_alignment_mean,mean_axis_alignment_sd,pca_top1_variance_explained,pca_top2_variance_explained,pca_top5_variance_explained,pca_participation_ratio,svd_top1_variance_explained,svd_top2_variance_explained,svd_top5_variance_explained,centered_singular_values,uncentered_singular_values
multi_association_mapping,50,4096,2.4206403464269335,0.11140641313827486,0.8659804460005072,0.036050644516650236,0.10662427575492117,0.18883818186700935,0.38363989936264203,20.900765486964985,0.8652258544803588,0.8797861990539024,0.9094656363468251,2.06757|1.81553|1.74555|1.60802|1.47561|1.43668|1.37024|1.32055|1.30439|1.25546,15.9379|2.06753|1.81545|1.71585|1.5727|1.46183|1.42582|1.37007|1.32049|1.27248
