task_name,seed,protocol_id,beta,schedule,spatial_mode,duration_s,current_uA,pulse_width_us,total_pulses,baseline_score,trained_score,training_score_delta,naive_weight_control_score,naive_weight_control_minus_trained_score,naive_weight_control_minus_no_reset_score,naive_weight_control_positive_response_probability,naive_weight_control_negative_response_probability,training_repetitions,training_reached_criterion,training_stop_at_criterion,training_history,training_elapsed_s,consolidation_rest_s,consolidation_neuron_spikes,reset_score,no_reset_score,reset_minus_no_reset_score,reset_positive_response_probability,no_reset_positive_response_probability,reset_negative_response_probability,no_reset_negative_response_probability,trained_delta_norm,naive_weight_control_displacement_norm,reset_post_minus_trained_norm,no_reset_post_minus_trained_norm,reset_minus_no_reset_weight_norm,weight_erasure_reset,weight_erasure_no_reset,residual_trace_correlation_reset,residual_trace_correlation_no_reset,erasure_projection_reset_vs_no_reset,reset_window_neuron_spikes_reset,reset_window_neuron_spikes_no_reset,reset_window_neuron_spikes_delta,baseline_positive_response_probability,baseline_negative_response_probability,baseline_positive_target_spikes_per_trial,baseline_negative_target_spikes_per_trial,baseline_input_response_probability,baseline_input_target_spikes_per_trial,baseline_input_total_spikes_per_trial,baseline_input_mean_first_latency_ms,baseline_sham_response_probability,baseline_sham_target_spikes_per_trial,baseline_sham_total_spikes_per_trial,baseline_sham_mean_first_latency_ms,trained_positive_response_probability,trained_negative_response_probability,trained_positive_target_spikes_per_trial,trained_negative_target_spikes_per_trial,trained_input_response_probability,trained_input_target_spikes_per_trial,trained_input_total_spikes_per_trial,trained_input_mean_first_latency_ms,trained_sham_response_probability,trained_sham_target_spikes_per_trial,trained_sham_total_spikes_per_trial,trained_sham_mean_first_latency_ms,reset_positive_target_spikes_per_trial,reset_negative_target_spikes_per_trial,reset_input_response_probability,reset_input_target_spikes_per_trial,reset_input_total_spikes_per_trial,reset_input_mean_first_latency_ms,reset_sham_response_probability,reset_sham_target_spikes_per_trial,reset_sham_total_spikes_per_trial,reset_sham_mean_first_latency_ms,no_reset_positive_target_spikes_per_trial,no_reset_negative_target_spikes_per_trial,no_reset_input_response_probability,no_reset_input_target_spikes_per_trial,no_reset_input_total_spikes_per_trial,no_reset_input_mean_first_latency_ms,no_reset_sham_response_probability,no_reset_sham_target_spikes_per_trial,no_reset_sham_total_spikes_per_trial,no_reset_sham_mean_first_latency_ms,naive_weight_control_positive_target_spikes_per_trial,naive_weight_control_negative_target_spikes_per_trial,naive_weight_control_input_response_probability,naive_weight_control_input_target_spikes_per_trial,naive_weight_control_input_total_spikes_per_trial,naive_weight_control_input_mean_first_latency_ms,naive_weight_control_sham_response_probability,naive_weight_control_sham_target_spikes_per_trial,naive_weight_control_sham_total_spikes_per_trial,naive_weight_control_sham_mean_first_latency_ms,job_elapsed_s
evoked_channel_response,3,b-2_static_correlated_3s_50uA,-2.0,static,correlated,3.0,50.0,160,925,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6516973340185359,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,46.07220260029732,0.0,46.07220260029732,-46072202599.29732,1.0,0.0,0.0,0.0,266421,0,266421,1.0,0.0,88.5,0.0,1.0,88.5,122.125,0.0,0.0,0.0,0.0,,1.0,0.0,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,91.5,0.0,1.0,91.5,156.25,0.0,0.0,0.0,1.5,,88.875,0.0,1.0,88.875,122.25,0.0,0.0,0.0,0.0,,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,6.32471491699107
evoked_channel_response,4,b-2_static_correlated_3s_50uA,-2.0,static,correlated,3.0,50.0,160,846,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6542681670398451,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,45.133078064225344,0.0,45.133078064225344,-45133078063.22534,1.0,0.0,0.0,0.0,243142,0,243142,1.0,0.0,113.25,0.0,1.0,113.25,136.125,0.0,0.0,0.0,0.0,,1.0,0.0,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,113.875,0.0,1.0,113.875,140.0,0.0,0.0,0.0,0.0,,113.375,0.0,1.0,113.375,136.0,0.0,0.0,0.0,0.0,,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,5.928316083969548
evoked_channel_response,1,b-2_static_shared_3s_10uA,-2.0,static,shared,3.0,10.0,160,1563,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6522362920222804,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,0.0,94.0,0.0,1.0,94.0,116.25,0.0,0.0,0.0,0.0,,1.0,0.0,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,94.375,0.0,1.0,94.375,118.75,0.0,0.0,0.0,0.0,,93.875,0.0,1.0,93.875,116.875,0.0,0.0,0.0,0.0,,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,1.2168449590099044
evoked_channel_response,3,b-2_static_shared_3s_10uA,-2.0,static,shared,3.0,10.0,160,1539,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6516973340185359,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21452088810657505,0.0,0.21452088810657505,-214520887.10657504,1.0,0.0,0.0,0.0,64,0,64,1.0,0.0,88.5,0.0,1.0,88.5,122.125,0.0,0.0,0.0,0.0,,1.0,0.0,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,89.5,0.0,1.0,89.5,126.625,0.0,0.0,0.0,0.0,,88.875,0.0,1.0,88.875,122.25,0.0,0.0,0.0,0.0,,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,1.2189735419815406
evoked_channel_response,4,b-2_static_shared_3s_10uA,-2.0,static,shared,3.0,10.0,160,1439,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6542681670398451,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,0.0,113.25,0.0,1.0,113.25,136.125,0.0,0.0,0.0,0.0,,1.0,0.0,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,113.5,0.0,1.0,113.5,136.75,0.0,0.0,0.0,0.0,,113.375,0.0,1.0,113.375,136.0,0.0,0.0,0.0,0.0,,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,1.2151572500006296
evoked_channel_response,1,b-2_static_shared_3s_50uA,-2.0,static,shared,3.0,50.0,160,1563,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6522362920222804,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,101.1756699986138,0.0,101.1756699986138,-101175669997.6138,1.0,0.0,0.0,0.0,705215,0,705215,1.0,0.0,94.0,0.0,1.0,94.0,116.25,0.0,0.0,0.0,0.0,,1.0,0.0,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,93.625,0.0,1.0,93.625,121.0,0.0,0.0,0.0,0.0,,93.875,0.0,1.0,93.875,116.875,0.0,0.0,0.0,0.0,,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,11.969051417021547
evoked_channel_response,3,b-2_static_shared_3s_50uA,-2.0,static,shared,3.0,50.0,160,1539,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6516973340185359,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,84.79087033150272,0.0,84.79087033150272,-84790870330.50272,1.0,0.0,0.0,0.0,668781,0,668781,1.0,0.0,88.5,0.0,1.0,88.5,122.125,0.0,0.0,0.0,0.0,,1.0,0.0,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,90.0,0.0,1.0,90.0,190.0,0.0,0.0,0.0,11.625,,88.875,0.0,1.0,88.875,122.25,0.0,0.0,0.0,0.0,,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,11.473297541961074
evoked_channel_response,4,b-2_static_shared_3s_50uA,-2.0,static,shared,3.0,50.0,160,1439,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6542681670398451,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,74.41373564404259,0.0,74.41373564404259,-74413735643.04259,1.0,0.0,0.0,0.0,597788,0,597788,1.0,0.0,113.25,0.0,1.0,113.25,136.125,0.0,0.0,0.0,0.0,,1.0,0.0,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,114.0,0.0,1.0,114.0,148.25,0.0,0.0,0.0,0.0,,113.375,0.0,1.0,113.375,136.0,0.0,0.0,0.0,0.0,,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,10.45796850003535
evoked_channel_response,1,b0_alternating_blue_red_correlated_3s_10uA,0.0,alternating_blue_red,correlated,3.0,10.0,160,565,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6522362920222804,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,0.0,94.0,0.0,1.0,94.0,116.25,0.0,0.0,0.0,0.0,,1.0,0.0,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,94.0,0.0,1.0,94.0,117.0,0.0,0.0,0.0,0.0,,93.875,0.0,1.0,93.875,116.875,0.0,0.0,0.0,0.0,,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,1.1854472500272095
evoked_channel_response,3,b0_alternating_blue_red_correlated_3s_10uA,0.0,alternating_blue_red,correlated,3.0,10.0,160,546,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6516973340185359,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,0.0,88.5,0.0,1.0,88.5,122.125,0.0,0.0,0.0,0.0,,1.0,0.0,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,88.875,0.0,1.0,88.875,122.25,0.0,0.0,0.0,0.0,,88.875,0.0,1.0,88.875,122.25,0.0,0.0,0.0,0.0,,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,1.1976519579766318
evoked_channel_response,4,b0_alternating_blue_red_correlated_3s_10uA,0.0,alternating_blue_red,correlated,3.0,10.0,160,550,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6542681670398451,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,0.0,113.25,0.0,1.0,113.25,136.125,0.0,0.0,0.0,0.0,,1.0,0.0,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,113.5,0.0,1.0,113.5,136.5,0.0,0.0,0.0,0.0,,113.375,0.0,1.0,113.375,136.0,0.0,0.0,0.0,0.0,,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,1.1956382089992985
evoked_channel_response,1,b0_alternating_blue_red_correlated_3s_50uA,0.0,alternating_blue_red,correlated,3.0,50.0,160,565,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6522362920222804,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,32.73301424847548,0.0,32.73301424847548,-32733014247.475475,1.0,0.0,0.0,0.0,148085,0,148085,1.0,0.0,94.0,0.0,1.0,94.0,116.25,0.0,0.0,0.0,0.0,,1.0,0.0,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,94.375,0.0,1.0,94.375,122.5,0.0,0.0,0.0,0.0,,93.875,0.0,1.0,93.875,116.875,0.0,0.0,0.0,0.0,,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,4.181259292003233
evoked_channel_response,3,b0_alternating_blue_red_correlated_3s_50uA,0.0,alternating_blue_red,correlated,3.0,50.0,160,546,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6516973340185359,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29.70470505315792,0.0,29.70470505315792,-29704705052.157917,1.0,0.0,0.0,0.0,132527,0,132527,1.0,0.0,88.5,0.0,1.0,88.5,122.125,0.0,0.0,0.0,0.0,,1.0,0.0,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,92.25,0.0,1.0,92.25,143.0,0.0,0.0,0.0,0.0,,88.875,0.0,1.0,88.875,122.25,0.0,0.0,0.0,0.0,,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,3.887137875019107
evoked_channel_response,4,b0_alternating_blue_red_correlated_3s_50uA,0.0,alternating_blue_red,correlated,3.0,50.0,160,550,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6542681670398451,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,31.33539575384131,0.0,31.33539575384131,-31335395752.84131,1.0,0.0,0.0,0.0,151148,0,151148,1.0,0.0,113.25,0.0,1.0,113.25,136.125,0.0,0.0,0.0,0.0,,1.0,0.0,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,113.5,0.0,1.0,113.5,138.375,0.0,0.0,0.0,0.0,,113.375,0.0,1.0,113.375,136.0,0.0,0.0,0.0,0.0,,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,4.201693625014741
evoked_channel_response,1,b0_alternating_blue_red_shared_3s_10uA,0.0,alternating_blue_red,shared,3.0,10.0,160,924,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6522362920222804,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,0.0,94.0,0.0,1.0,94.0,116.25,0.0,0.0,0.0,0.0,,1.0,0.0,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,94.125,0.0,1.0,94.125,117.75,0.0,0.0,0.0,0.0,,93.875,0.0,1.0,93.875,116.875,0.0,0.0,0.0,0.0,,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,1.1898012079764158
evoked_channel_response,3,b0_alternating_blue_red_shared_3s_10uA,0.0,alternating_blue_red,shared,3.0,10.0,160,939,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6516973340185359,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14371759218902272,0.0,0.14371759218902272,-143717591.18902272,1.0,0.0,0.0,0.0,53,0,53,1.0,0.0,88.5,0.0,1.0,88.5,122.125,0.0,0.0,0.0,0.0,,1.0,0.0,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,89.625,0.0,1.0,89.625,134.125,0.0,0.0,0.0,0.0,,88.875,0.0,1.0,88.875,122.25,0.0,0.0,0.0,0.0,,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,1.1958699590177275
evoked_channel_response,4,b0_alternating_blue_red_shared_3s_10uA,0.0,alternating_blue_red,shared,3.0,10.0,160,893,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6542681670398451,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,0.0,113.25,0.0,1.0,113.25,136.125,0.0,0.0,0.0,0.0,,1.0,0.0,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,113.5,0.0,1.0,113.5,136.5,0.0,0.0,0.0,0.0,,113.375,0.0,1.0,113.375,136.0,0.0,0.0,0.0,0.0,,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,1.1955540830385871
evoked_channel_response,1,b0_alternating_blue_red_shared_3s_50uA,0.0,alternating_blue_red,shared,3.0,50.0,160,924,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6522362920222804,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,45.72435346338444,0.0,45.72435346338444,-45724353462.38444,1.0,0.0,0.0,0.0,333802,0,333802,1.0,0.0,94.0,0.0,1.0,94.0,116.25,0.0,0.0,0.0,0.0,,1.0,0.0,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,94.75,0.0,1.0,94.75,119.5,0.0,0.0,0.0,0.0,,93.875,0.0,1.0,93.875,116.875,0.0,0.0,0.0,0.0,,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,6.498228374985047
evoked_channel_response,3,b0_alternating_blue_red_shared_3s_50uA,0.0,alternating_blue_red,shared,3.0,50.0,160,939,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6516973340185359,1.0,0,0.875,1.0,-0.125,1.0,1.0,0.125,0.0,0.0,0.0,45.14620692943235,0.0,45.14620692943235,-45146206928.43235,1.0,0.0,0.0,0.0,327260,0,327260,1.0,0.0,88.5,0.0,1.0,88.5,122.125,0.0,0.0,0.0,0.0,,1.0,0.0,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,90.375,0.125,1.0,90.375,254.125,0.0,0.125,0.125,31.75,2.0,88.875,0.0,1.0,88.875,122.25,0.0,0.0,0.0,0.0,,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,6.421767457970418
evoked_channel_response,4,b0_alternating_blue_red_shared_3s_50uA,0.0,alternating_blue_red,shared,3.0,50.0,160,893,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6542681670398451,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,44.25600386360569,0.0,44.25600386360569,-44256003862.60569,1.0,0.0,0.0,0.0,311996,0,311996,1.0,0.0,113.25,0.0,1.0,113.25,136.125,0.0,0.0,0.0,0.0,,1.0,0.0,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,112.75,0.0,1.0,112.75,134.625,0.0,0.0,0.0,0.0,,113.375,0.0,1.0,113.375,136.0,0.0,0.0,0.0,0.0,,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,6.177759499987587
evoked_channel_response,1,b0_chirp_correlated_3s_10uA,0.0,chirp,correlated,3.0,10.0,160,1427,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6522362920222804,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.943628458413854,0.0,0.943628458413854,-943628457.413854,1.0,0.0,0.0,0.0,421,0,421,1.0,0.0,94.0,0.0,1.0,94.0,116.25,0.0,0.0,0.0,0.0,,1.0,0.0,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,94.625,0.0,1.0,94.625,154.375,0.0,0.0,0.0,0.0,,93.875,0.0,1.0,93.875,116.875,0.0,0.0,0.0,0.0,,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,1.2244995840010233
evoked_channel_response,3,b0_chirp_correlated_3s_10uA,0.0,chirp,correlated,3.0,10.0,160,1482,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6516973340185359,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7481475012920095,0.0,0.7481475012920095,-748147500.2920095,1.0,0.0,0.0,0.0,432,0,432,1.0,0.0,88.5,0.0,1.0,88.5,122.125,0.0,0.0,0.0,0.0,,1.0,0.0,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,89.5,0.0,1.0,89.5,127.0,0.0,0.0,0.0,0.0,,88.875,0.0,1.0,88.875,122.25,0.0,0.0,0.0,0.0,,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,1.2290564999566413
evoked_channel_response,4,b0_chirp_correlated_3s_10uA,0.0,chirp,correlated,3.0,10.0,160,1577,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6542681670398451,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.9130597671574334,0.0,1.9130597671574334,-1913059766.1574333,1.0,0.0,0.0,0.0,1229,0,1229,1.0,0.0,113.25,0.0,1.0,113.25,136.125,0.0,0.0,0.0,0.0,,1.0,0.0,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,113.5,0.0,1.0,113.5,139.25,0.0,0.0,0.0,0.0,,113.375,0.0,1.0,113.375,136.0,0.0,0.0,0.0,0.0,,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,1.2698332910076715
evoked_channel_response,1,b0_chirp_correlated_3s_50uA,0.0,chirp,correlated,3.0,50.0,160,1427,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6522362920222804,1.0,0,0.875,1.0,-0.125,1.0,1.0,0.125,0.0,0.0,0.0,82.94195580075105,0.0,82.94195580075105,-82941955799.75104,1.0,0.0,0.0,0.0,566252,0,566252,1.0,0.0,94.0,0.0,1.0,94.0,116.25,0.0,0.0,0.0,0.0,,1.0,0.0,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,97.625,9.625,1.0,97.625,399.0,0.0,0.125,9.625,180.25,0.0,93.875,0.0,1.0,93.875,116.875,0.0,0.0,0.0,0.0,,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,10.51032237499021
evoked_channel_response,3,b0_chirp_correlated_3s_50uA,0.0,chirp,correlated,3.0,50.0,160,1482,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6516973340185359,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,99.411371921784,0.0,99.411371921784,-99411371920.784,1.0,0.0,0.0,0.0,647424,0,647424,1.0,0.0,88.5,0.0,1.0,88.5,122.125,0.0,0.0,0.0,0.0,,1.0,0.0,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,90.625,0.0,1.0,90.625,330.125,0.0,0.0,0.0,89.875,,88.875,0.0,1.0,88.875,122.25,0.0,0.0,0.0,0.0,,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,11.495230583997909
evoked_channel_response,4,b0_chirp_correlated_3s_50uA,0.0,chirp,correlated,3.0,50.0,160,1577,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6542681670398451,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,119.51408588734043,0.0,119.51408588734043,-119514085886.34042,1.0,0.0,0.0,0.0,708228,0,708228,1.0,0.0,113.25,0.0,1.0,113.25,136.125,0.0,0.0,0.0,0.0,,1.0,0.0,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,114.125,0.0,1.0,114.125,241.375,0.0,0.0,0.0,29.125,,113.375,0.0,1.0,113.375,136.0,0.0,0.0,0.0,0.0,,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,12.473867708002217
evoked_channel_response,1,b0_chirp_shared_3s_10uA,0.0,chirp,shared,3.0,10.0,160,2668,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6522362920222804,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.138587373845346,0.0,5.138587373845346,-5138587372.8453455,1.0,0.0,0.0,0.0,7396,0,7396,1.0,0.0,94.0,0.0,1.0,94.0,116.25,0.0,0.0,0.0,0.0,,1.0,0.0,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,94.625,0.0,1.0,94.625,131.0,0.0,0.0,0.0,0.0,,93.875,0.0,1.0,93.875,116.875,0.0,0.0,0.0,0.0,,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,1.5062122080125846
evoked_channel_response,3,b0_chirp_shared_3s_10uA,0.0,chirp,shared,3.0,10.0,160,2520,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6516973340185359,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.132176315105749,0.0,4.132176315105749,-4132176314.1057487,1.0,0.0,0.0,0.0,6046,0,6046,1.0,0.0,88.5,0.0,1.0,88.5,122.125,0.0,0.0,0.0,0.0,,1.0,0.0,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,89.625,0.0,1.0,89.625,145.75,0.0,0.0,0.0,0.125,,88.875,0.0,1.0,88.875,122.25,0.0,0.0,0.0,0.0,,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,1.5220959999714978
evoked_channel_response,4,b0_chirp_shared_3s_10uA,0.0,chirp,shared,3.0,10.0,160,2514,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6542681670398451,1.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.1655848180939317,0.0,3.1655848180939317,-3165584817.0939317,1.0,0.0,0.0,0.0,4460,0,4460,1.0,0.0,113.25,0.0,1.0,113.25,136.125,0.0,0.0,0.0,0.0,,1.0,0.0,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,113.5,0.0,1.0,113.5,147.75,0.0,0.0,0.0,0.0,,113.375,0.0,1.0,113.375,136.0,0.0,0.0,0.0,0.0,,113.0,0.0,1.0,113.0,135.0,0.0,0.0,0.0,0.0,,1.4591467500431463
evoked_channel_response,1,b0_chirp_shared_3s_50uA,0.0,chirp,shared,3.0,50.0,160,2668,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6522362920222804,1.0,0,0.875,1.0,-0.125,1.0,1.0,0.125,0.0,0.0,0.0,258.0975831790749,0.0,258.0975831790749,-258097583178.07486,1.0,0.0,0.0,0.0,1446417,0,1446417,1.0,0.0,94.0,0.0,1.0,94.0,116.25,0.0,0.0,0.0,0.0,,1.0,0.0,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,97.75,0.375,1.0,97.75,329.125,0.0,0.125,0.375,91.875,0.0,93.875,0.0,1.0,93.875,116.875,0.0,0.0,0.0,0.0,,93.875,0.0,1.0,93.875,116.25,0.0,0.0,0.0,0.0,,21.196589875034988
evoked_channel_response,3,b0_chirp_shared_3s_50uA,0.0,chirp,shared,3.0,50.0,160,2520,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,True,False,1,0.6516973340185359,1.0,0,0.875,1.0,-0.125,1.0,1.0,0.125,0.0,0.0,0.0,247.62786876209154,0.0,247.62786876209154,-247627868761.09152,1.0,0.0,0.0,0.0,1348463,0,1348463,1.0,0.0,88.5,0.0,1.0,88.5,122.125,0.0,0.0,0.0,0.0,,1.0,0.0,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,94.375,4.0,1.0,94.375,842.875,0.0,0.125,4.0,538.25,0.0,88.875,0.0,1.0,88.875,122.25,0.0,0.0,0.0,0.0,,88.625,0.0,1.0,88.625,122.25,0.0,0.0,0.0,0.0,,19.87533650000114
