task,task_label,seed,delta_norm,cosine_to_task_mean,angle_to_task_mean_deg,pc1,pc2,pc3,uncentered_pc1
overlapping_shared_input_association,Shared input,24,2.4085813003577807,0.8367915455640961,33.19715038570747,-0.032136184167317394,0.6929706105970943,0.2949275047361398,-2.012293466474693
overlapping_shared_input_association,Shared input,25,2.4930091438394215,0.8529549957588689,31.465459447784674,-0.6061930895864976,-0.16626971752750638,-0.001647988508987425,-2.124486294990341
overlapping_shared_input_association,Shared input,26,2.1943009824960527,0.9073788075631495,24.854401262180534,-0.3721661565361104,-0.04301265337984792,-0.24477082641408324,-1.9895504242668287
overlapping_shared_input_association,Shared input,27,2.795425433731878,0.870544132340153,29.478067124930536,0.2925809277704546,0.15618354633186937,-0.7063623396631754,-2.4365222319345343
overlapping_shared_input_association,Shared input,28,2.405857125043467,0.8684633142181512,29.719445207662126,0.2559513156362691,0.3683433614270451,0.0018197636991261988,-2.088375922812426
overlapping_shared_input_association,Shared input,29,2.4985415269603837,0.898456217944603,26.044119858695076,-0.27867702539862227,-0.31196228795829084,0.1608057265685891,-2.2439911342893826
overlapping_shared_input_association,Shared input,30,2.6349239923520043,0.8501869290107132,31.76799336636674,0.7818235782561715,0.05478507752258674,0.6253962838057329,-2.2412402357686028
overlapping_shared_input_association,Shared input,31,2.4707583127757307,0.8933324358233845,26.704966675796555,0.36424990135406843,-0.05532583482177292,-0.07762970476670421,-2.2084926094766595
overlapping_shared_input_association,Shared input,32,2.4430453170608404,0.8827465675199776,28.024523891769686,-0.3643051391260951,0.19799293565102946,0.3347946023826169,-2.153252654512637
overlapping_shared_input_association,Shared input,33,2.564490259470915,0.9185803646103405,23.28058454171667,-0.0063541656965218395,-0.14681866168176783,-0.2586137100471849,-2.3561794833593264
overlapping_shared_input_association,Shared input,34,2.7000036936428824,0.8961615033523226,26.341986836193865,0.27500622186841506,-0.058312612386967305,-0.5583936876239731,-2.422648123361866
overlapping_shared_input_association,Shared input,35,2.549740709618906,0.8858176547886294,27.647689283751138,-0.050607257017229845,-0.6795704167120283,0.2985430827416148,-2.25854915354542
overlapping_shared_input_association,Shared input,36,2.760287840581667,0.872128754985581,29.29303516415675,0.1455668995067698,0.18410785795116835,-0.3739263049685669,-2.408452706971762
overlapping_shared_input_association,Shared input,37,2.6511168208377622,0.878619727831988,28.52369235162346,-0.33715295514913574,-0.09374052987090081,-0.6991986709370158,-2.330332398080606
overlapping_shared_input_association,Shared input,38,2.3850694136567925,0.8960967035676611,26.350352787028687,-0.41313076126761006,-0.17733873095830732,0.17356861568266155,-2.1347606284281246
overlapping_shared_input_association,Shared input,39,2.667542814220475,0.886245337299494,27.59483533814569,-0.017811620631794936,-0.2672701441582763,0.02778292414756095,-2.36502114343875
overlapping_shared_input_association,Shared input,40,2.5553314406823318,0.8538570943453064,31.366300066958896,0.5104558807423449,0.1576083053282533,0.3744490056406861,-2.182307810971189
overlapping_shared_input_association,Shared input,41,2.959728554922346,0.8898493772863849,27.14567419692848,0.3068105319932755,-0.12240175819938427,-0.6271305385553559,-2.6382264111332803
overlapping_shared_input_association,Shared input,42,2.4076192870560225,0.8995234376038156,25.904504228889394,-0.19089868839940627,-0.32381837174442074,0.16451481543865834,-2.1653937059484156
overlapping_shared_input_association,Shared input,43,2.7050011016052458,0.8635814033634649,30.278887306064362,0.3850417360636847,0.08384846153510614,-0.13207064965488144,-2.3375645378002603
overlapping_shared_input_association,Shared input,44,2.1482776970076514,0.9069527339004555,24.912418802055413,-0.27613882827889463,-0.06216601158291325,0.3437353539885066,-1.9461852080725806
overlapping_shared_input_association,Shared input,45,2.3428881795067524,0.921853931855716,22.80136313698591,-0.29296896679331735,-0.39115245205457383,-0.010296406481855057,-2.158868729716253
overlapping_shared_input_association,Shared input,46,2.5509157375257265,0.8808938699223698,28.2496209004547,-0.3302752010055912,0.05932971825489967,0.2841339510902003,-2.24452371222729
overlapping_shared_input_association,Shared input,47,2.309598241204095,0.8939578012892636,26.62512512384372,0.2788108835667595,0.5250794688917321,0.08126798541683386,-2.0643205262701194
overlapping_shared_input_association,Shared input,48,2.7821534368709884,0.8909498839872287,27.00714739025048,0.5276212739099545,-0.05807412152390109,-0.1119185519335246,-2.4830267105516834
overlapping_shared_input_association,Shared input,49,2.620488559167998,0.8966644462554137,26.276970500914093,-0.15687782209702697,-0.3430561365845547,0.20981618073020653,-2.3490934578726583
overlapping_shared_input_association,Shared input,50,2.518987542704602,0.8904136256288498,27.07473101478108,-0.5136795560857667,0.157817219572847,-0.1863934594240057,-2.241421849941451
overlapping_shared_target_association,Shared target,1,1.674554314600221,0.9116038760480532,24.27205513991197,-0.06053751339423392,-0.1962654720108509,-0.3007178925742475,-1.5263912550913667
overlapping_shared_target_association,Shared target,2,1.4971839125404212,0.9324189273607809,21.184923103710805,0.21561547490523383,-0.16910286499302074,0.23925470642446842,-1.394846755461402
overlapping_shared_target_association,Shared target,3,1.8744723249649036,0.8704014016128042,29.49468149532803,0.6277160952236323,-0.31901294228561433,-0.44817432267614654,-1.63288421377395
overlapping_shared_target_association,Shared target,4,1.624660181236473,0.8987804138728366,26.001781722177157,0.1677412110431423,-0.041123655391848236,-0.13009200898519097,-1.4602083664931669
overlapping_shared_target_association,Shared target,5,1.5149216530465015,0.9328324018085479,21.119270691185246,-0.16629211323330892,-0.29076822007759584,-0.06338505198125198,-1.4122609308288083
overlapping_shared_target_association,Shared target,6,1.6583212791565434,0.9360696303497738,20.598356076737737,0.15343393891694154,0.07083544581420241,0.21720609218188136,-1.5520635436322958
overlapping_shared_target_association,Shared target,7,1.6249734810649645,0.9328435874754535,21.117491900032753,-0.3002818200107238,0.03636138347067562,0.1949257351395821,-1.515394674968043
overlapping_shared_target_association,Shared target,8,1.755249022279295,0.9618727096277179,15.872495836386062,0.13410348858823332,0.21765600968033788,-0.06695984139221656,-1.6892714189758509
overlapping_shared_target_association,Shared target,9,1.822673034090505,0.8819016235005646,28.12738714810726,0.35049888599578666,-0.11922019796652443,-0.4777884423166898,-1.6087327190599927
overlapping_shared_target_association,Shared target,10,1.8761550704343815,0.9075377142299177,24.832730786768852,0.5798527771860609,0.24071582126791005,0.31081766350853707,-1.704353328418639
overlapping_shared_target_association,Shared target,11,1.5496147782177963,0.9163650463554812,23.599668430936248,0.2588993644650865,-0.22814322317188937,0.17252058814632615,-1.4192198839590973
overlapping_shared_target_association,Shared target,12,1.7503496458117147,0.9268385469789951,22.05275441623432,-0.19289592568290723,-0.27470058149841703,-0.08433636054680833,-1.621337621842521
overlapping_shared_target_association,Shared target,13,1.6554180453923748,0.881441512897651,28.183255853175663,0.24040921443677843,-0.17805271076062984,0.4155474062389607,-1.458386843576084
overlapping_shared_target_association,Shared target,14,1.6661530360961345,0.9424356114796005,19.535307180420855,-0.2816348482421533,-0.10081113664890112,-0.1210293723339313,-1.5699093808794073
overlapping_shared_target_association,Shared target,15,1.671701190804843,0.9493452484190826,18.314634178149436,0.2797082829964702,0.10422274990303292,0.061499595247874024,-1.5874910930103627
overlapping_shared_target_association,Shared target,16,1.7050271343214232,0.9630043302861063,15.633678259239076,-0.12374111177288454,0.17603975392360455,-0.006736639548574519,-1.6420483527543397
overlapping_shared_target_association,Shared target,17,1.5182420812706017,0.9010313989917014,25.70602704161291,-0.26624949521618907,-0.1031255282786173,0.025298066208632872,-1.366033037283551
overlapping_shared_target_association,Shared target,18,1.7709102157149577,0.9129904610376345,24.078061306775055,0.11652195455341523,0.29554062979752604,-0.2765283166778427,-1.6185632082697108
overlapping_shared_target_association,Shared target,19,1.8734303601575382,0.9212832573898845,22.885587712133237,0.07745110745785996,0.42462729895645,-0.21347066429248293,-1.7276561128079293
overlapping_shared_target_association,Shared target,20,1.6209887512151864,0.9084860102853616,24.703039282629955,-0.25240378009181175,-0.30831726078176086,0.2841465333300714,-1.4705951719776407
overlapping_shared_target_association,Shared target,21,1.7504958884392987,0.9375100151109249,20.3624857542449,0.09377968481634429,0.01900192574926578,-0.2417089115321355,-1.6421610848103438
overlapping_shared_target_association,Shared target,22,1.7193443352287707,0.9268869051078222,22.045373719621008,-0.10409448849675647,0.364941115724109,0.08239118693413999,-1.5945931973029925
overlapping_shared_target_association,Shared target,23,1.7215016402548549,0.9089537136945366,24.638839394198065,0.015762932771239416,-0.3569911646423481,-0.2995153742565452,-1.5646903369207914
overlapping_shared_target_association,Shared target,24,1.580606251736269,0.9614586032679673,15.959018441415868,-0.10097078283535192,0.2416469425081115,0.10674175563929181,-1.5198213409876613
overlapping_shared_target_association,Shared target,25,1.630233809927279,0.9561860140001529,17.0232543045594,0.11286100952580548,-0.10090927154300751,0.10246896995484704,-1.5584412865772088
overlapping_shared_target_association,Shared target,26,1.3656688130026278,0.9651585356210608,15.168928966338866,-0.1132544876835943,-0.06680477436876643,-0.017890328679873134,-1.3176053435737516
overlapping_shared_target_association,Shared target,27,1.6622260202024766,0.9370307489924087,20.44125717806243,-0.03627412019961173,-0.35053697025278246,-0.06235578984796238,-1.5574229870206167
overlapping_shared_target_association,Shared target,28,1.7009124583049304,0.896693958936748,26.273150702128614,-0.3134404236889222,-0.3551600499475497,-0.13729561569509913,-1.5238375124163148
