task_name,task_label,protocol_id,beta,schedule,spatial_mode,duration_s,current_uA,seeds,forgetting_score_mean,forgetting_score_sd,reset_score_mean,reset_minus_no_reset_weight_norm_mean,reset_norm_over_trace_norm_mean,erasure_projection_reset_vs_no_reset_mean,reset_to_erasure_axis_cosine_mean,reset_to_erasure_axis_abs_cosine_mean,reset_to_erasure_axis_angle_deg_mean,reset_orthogonal_fraction_mean,relearn_savings_mean
conditioned_electrode_association,Association,b2_static_shared_3s_10uA,2.0,static,shared,3.0,10.0,50,0.0,0.0,1.0,0.059751640821574095,0.000980438284971622,4.267315560627924e-06,0.0006086284397462769,0.0019903114636355738,89.96512628014852,0.9999972491558852,1.0
conditioned_electrode_association,Association,b2_static_shared_3s_50uA,2.0,static,shared,3.0,50.0,50,0.02,0.04629100498862757,0.98,38.328439006368534,0.6277371042228891,-0.015721927989066874,-0.025032197672645962,0.025032197672645962,91.43443610702303,0.9996535307603693,1.0
multi_association_mapping,Multi-map,b-2_alternating_blue_red_correlated_3s_10uA,-2.0,alternating_blue_red,correlated,3.0,10.0,50,0.001249999999999992,0.004533198277299917,0.8954166666666667,0.009132684231486115,8.262219318774012e-05,2.6413940439366696e-10,1.6804398147383146e-06,1.6804398147383146e-06,89.99990371789089,0.9999999999997459,1.0
multi_association_mapping,Multi-map,b-2_alternating_blue_red_correlated_3s_50uA,-2.0,alternating_blue_red,correlated,3.0,50.0,50,0.023333333333333296,0.04201385960719352,0.8733333333333333,34.350657468469365,0.30831528138239894,-0.0074254053767768,-0.024126379577609314,0.024126379577609314,91.38251816262337,0.9996783782996576,1.0
multi_association_mapping,Multi-map,b-2_alternating_blue_red_shared_3s_10uA,-2.0,alternating_blue_red,shared,3.0,10.0,50,0.002708333333333316,0.006246455911254531,0.8939583333333333,0.08250377525527736,0.000741612841967712,-1.976364043351361e-06,-0.0028634078118352922,0.002963300874440656,90.1640861790145,0.999988459793341,1.0
multi_association_mapping,Multi-map,b-2_alternating_blue_red_shared_3s_50uA,-2.0,alternating_blue_red,shared,3.0,50.0,50,0.10124999999999992,0.061573345917187584,0.7954166666666667,62.53180485369428,0.5612190443381995,-0.015931288565795534,-0.028856527897108252,0.028856527897108252,91.65363562388971,0.9995532227141812,1.0
multi_association_mapping,Multi-map,b-2_chirp_correlated_3s_10uA,-2.0,chirp,correlated,3.0,10.0,50,0.021458333333333277,0.014024458813492152,0.8752083333333333,3.070942112628273,0.02754026030701662,0.00011093118510473907,0.0034436357186442912,0.008265874809108339,89.80266851951588,0.9999317316097155,1.0
multi_association_mapping,Multi-map,b-2_chirp_correlated_3s_50uA,-2.0,chirp,correlated,3.0,50.0,50,0.24333333333333326,0.035387893474112676,0.6533333333333333,213.9374879496917,1.9210761179705151,0.02163809992608424,0.011282983005614693,0.011350094731550098,89.35351209751218,0.9999250461736043,1.0
multi_association_mapping,Multi-map,b-2_chirp_shared_3s_10uA,-2.0,chirp,shared,3.0,10.0,50,0.042708333333333307,0.023832763955427032,0.8539583333333333,15.686109670865955,0.14096383369191787,-0.0009633896817529893,-0.006853502912344267,0.009846016527345684,90.39269816927299,0.99992867336953,1.0
multi_association_mapping,Multi-map,b-2_chirp_shared_3s_50uA,-2.0,chirp,shared,3.0,50.0,50,0.2447916666666666,0.03401526622220969,0.651875,308.466316185079,2.7700229081333676,0.09496742365215109,0.03432186342953716,0.03432186342953716,88.03310162411249,0.9994035554844146,1.0
multi_association_mapping,Multi-map,b-2_epoch_pause_correlated_3s_10uA,-2.0,epoch_pause,correlated,3.0,10.0,50,0.001874999999999988,0.0050199785099502665,0.8947916666666668,0.023626569786644076,0.00021303162169381148,-4.868299174390558e-08,-0.00017254558085233527,0.0016664566371389533,90.00988618866228,0.9999997754513672,1.0
multi_association_mapping,Multi-map,b-2_epoch_pause_correlated_3s_50uA,-2.0,epoch_pause,correlated,3.0,50.0,50,0.03916666666666661,0.046611361786790206,0.8575,39.77467574315437,0.3569853942513421,-0.009371288660540955,-0.026309588803681797,0.026309588803681797,91.50765334824695,0.9996205825242328,1.0
