task,task_label,seed_i,seed_j,cosine,angle_deg
conditioned_electrode_association,Association,8,40,0.9438566666818362,19.2903392748583
conditioned_electrode_association,Association,8,41,0.8953007297509996,26.452916254273447
conditioned_electrode_association,Association,8,42,0.9505273311289693,18.097860666718105
conditioned_electrode_association,Association,8,43,0.9174641263907461,23.441874430012525
conditioned_electrode_association,Association,8,44,0.9544259831454794,17.36439353692558
conditioned_electrode_association,Association,8,45,0.9591720410966103,16.428778113313836
conditioned_electrode_association,Association,8,46,0.9722160306790252,13.537718289961665
conditioned_electrode_association,Association,8,47,0.9417045706041056,19.660184204487308
conditioned_electrode_association,Association,8,48,0.9422000491598892,19.575629706782664
conditioned_electrode_association,Association,8,49,0.9312603708391596,21.367856183497977
conditioned_electrode_association,Association,8,50,0.9283178078275878,21.825907855929703
conditioned_electrode_association,Association,9,10,0.6525415687277065,49.26649951733532
conditioned_electrode_association,Association,9,11,0.719277894616542,44.00510578021366
conditioned_electrode_association,Association,9,12,0.7890095967293043,37.906947134218406
conditioned_electrode_association,Association,9,13,0.6385036659939424,50.31966807910844
conditioned_electrode_association,Association,9,14,0.8017359366089535,36.7038066980803
conditioned_electrode_association,Association,9,15,0.7885031718527549,37.954150214695034
conditioned_electrode_association,Association,9,16,0.7523181788366171,41.208413311163646
conditioned_electrode_association,Association,9,17,0.7662011969851917,39.98602549208695
conditioned_electrode_association,Association,9,18,0.7752448096588566,39.17276686497554
conditioned_electrode_association,Association,9,19,0.7480020360818818,41.58239677346523
conditioned_electrode_association,Association,9,20,0.6427036421970099,50.00628000319562
conditioned_electrode_association,Association,9,21,0.7672951633298292,39.88838565986614
conditioned_electrode_association,Association,9,22,0.7132751022421804,44.49798469895309
conditioned_electrode_association,Association,9,23,0.7327115413720569,42.88580358374524
conditioned_electrode_association,Association,9,24,0.742504639637807,42.05478823582764
conditioned_electrode_association,Association,9,25,0.7907333754907403,37.745900522123286
conditioned_electrode_association,Association,9,26,0.7978926488072631,37.07066626733899
conditioned_electrode_association,Association,9,27,0.7654328019571739,40.05448862745485
conditioned_electrode_association,Association,9,28,0.7964166224651468,37.21073530570108
