protocol_id,task_name,beta,schedule,spatial_mode,duration_s,current_uA,pulse_width_us,total_pulses,baseline_score,trained_score,training_score_delta,training_repetitions,initial_trials_to_criterion,initial_trials_for_savings,training_reached_criterion,reset_score,no_reset_score,reset_minus_no_reset_score,forgetting_score,criterion_score,score_drop,criterion_forget,made_forget,naive_weight_control_score,naive_weight_control_minus_trained_score,naive_weight_control_minus_no_reset_score,naive_weight_control_displacement_norm,trained_delta_norm,reset_post_minus_trained_norm,no_reset_post_minus_trained_norm,reset_minus_no_reset_weight_norm,weight_erasure_reset,weight_erasure_no_reset,residual_trace_correlation_reset,residual_trace_correlation_no_reset,erasure_projection_reset_vs_no_reset,reset_window_neuron_spikes_delta,consolidation_neuron_spikes,relearn_trials,relearn_measured,relearn_score,relearn_reached_criterion,relearn_savings,relearn_elapsed_s,replicates,task_output_dir
b2_static_shared_3s_50uA,conditioned_electrode_association,2.0,static,shared,3.0,50.0,160,690.74,0.0,1.0,1.0,80.0,20.4,20.4,1.0,0.98,1.0,-0.02,0.02,0.4,0.16,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,38.328439006368534,0.0,38.328439006368534,-0.1961462383011231,1.6371759503641668e-11,0.8501874032751957,1.0,-0.0157219279890669,237272.08,0.0,0.0,1.0,0.98,1.0,1.0,0.2073087841199594,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b-2_alternating_blue_red_shared_3s_50uA,conditioned_electrode_association,-2.0,alternating_blue_red,shared,3.0,50.0,160,971.36,0.0,1.0,1.0,80.0,20.4,20.4,1.0,0.985,1.0,-0.015,0.015,0.4,0.12,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,54.21251548993506,0.0,54.21251548993506,-0.3541492005219442,1.6371759503641668e-11,0.7551590831435301,1.0,-0.0205605339232911,369722.42,0.0,0.0,1.0,0.985,1.0,1.0,0.2069109833787661,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b0_alternating_blue_red_shared_3s_50uA,conditioned_electrode_association,0.0,alternating_blue_red,shared,3.0,50.0,160,971.36,0.0,1.0,1.0,80.0,20.4,20.4,1.0,0.985,1.0,-0.015,0.015,0.4,0.12,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,54.21251548993506,0.0,54.21251548993506,-0.3541492005219442,1.6371759503641668e-11,0.7551590831435301,1.0,-0.0205605339232911,369722.42,0.0,0.0,1.0,0.985,1.0,1.0,0.2071783992002019,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b2_alternating_blue_red_shared_3s_50uA,conditioned_electrode_association,2.0,alternating_blue_red,shared,3.0,50.0,160,971.36,0.0,1.0,1.0,80.0,20.4,20.4,1.0,0.985,1.0,-0.015,0.015,0.4,0.12,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,54.21251548993506,0.0,54.21251548993506,-0.3541492005219442,1.6371759503641668e-11,0.7551590831435301,1.0,-0.0205605339232911,369722.42,0.0,0.0,1.0,0.985,1.0,1.0,0.2072098491806537,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b-2_static_correlated_3s_50uA,conditioned_electrode_association,-2.0,static,correlated,3.0,50.0,160,893.08,0.0,1.0,1.0,80.0,20.4,20.4,1.0,0.985,1.0,-0.015,0.015,0.4,0.12,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,48.87555353165531,0.0,48.87555353165531,-0.2936744363359064,1.6371759503641668e-11,0.7851327598427786,1.0,-0.0153807743482041,270899.3,0.0,0.0,1.0,0.985,1.0,1.0,0.2069878082792274,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b-2_epoch_pause_correlated_3s_50uA,conditioned_electrode_association,-2.0,epoch_pause,correlated,3.0,50.0,160,640.44,0.0,1.0,1.0,80.0,20.4,20.4,1.0,0.9875,1.0,-0.0125,0.0125,0.4,0.1,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,36.74730197625397,0.0,36.74730197625397,-0.1776724606228458,1.6371759503641668e-11,0.8594124527128166,1.0,-0.0119054390574778,187684.08,0.0,0.0,1.0,0.9875,1.0,1.0,0.2069209625010262,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b0_epoch_pause_correlated_3s_50uA,conditioned_electrode_association,0.0,epoch_pause,correlated,3.0,50.0,160,437.86,0.0,1.0,1.0,80.0,20.4,20.4,1.0,0.9875,1.0,-0.0125,0.0125,0.4,0.1,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,25.87285615276518,0.0,25.87285615276518,-0.0914757949936743,1.6371759503641668e-11,0.9212326787058406,1.0,-0.005373626402236,106926.44,0.0,0.0,1.0,0.9875,1.0,1.0,0.2075484783799038,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b2_epoch_pause_shared_3s_50uA,conditioned_electrode_association,2.0,epoch_pause,shared,3.0,50.0,160,498.12,0.0,1.0,1.0,80.0,20.4,20.4,1.0,0.99,1.0,-0.01,0.01,0.4,0.08,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,28.951303410553308,0.0,28.951303410553308,-0.1176433136821602,1.6371759503641668e-11,0.904906550008308,1.0,-0.0108103966490752,161236.44,0.0,0.0,1.0,0.99,1.0,1.0,0.2062365201002103,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b-2_alternating_blue_red_correlated_3s_50uA,conditioned_electrode_association,-2.0,alternating_blue_red,correlated,3.0,50.0,160,566.22,0.0,1.0,1.0,80.0,20.4,20.4,1.0,0.9925,1.0,-0.0075,0.0075,0.4,0.06,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,32.2517516945414,0.0,32.2517516945414,-0.1399366144149907,1.6371759503641668e-11,0.8857511051552059,1.0,-0.0093826793094056,150563.6,0.0,0.0,1.0,0.9925,1.0,1.0,0.206861302521138,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b0_alternating_blue_red_correlated_3s_50uA,conditioned_electrode_association,0.0,alternating_blue_red,correlated,3.0,50.0,160,566.22,0.0,1.0,1.0,80.0,20.4,20.4,1.0,0.9925,1.0,-0.0075,0.0075,0.4,0.06,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,32.2517516945414,0.0,32.2517516945414,-0.1399366144149907,1.6371759503641668e-11,0.8857511051552059,1.0,-0.0093826793094056,150563.6,0.0,0.0,1.0,0.9925,1.0,1.0,0.2069669916998827,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b2_alternating_blue_red_correlated_3s_50uA,conditioned_electrode_association,2.0,alternating_blue_red,correlated,3.0,50.0,160,566.22,0.0,1.0,1.0,80.0,20.4,20.4,1.0,0.9925,1.0,-0.0075,0.0075,0.4,0.06,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,32.2517516945414,0.0,32.2517516945414,-0.1399366144149907,1.6371759503641668e-11,0.8857511051552059,1.0,-0.0093826793094056,150563.6,0.0,0.0,1.0,0.9925,1.0,1.0,0.2056378741993103,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b2_static_correlated_3s_50uA,conditioned_electrode_association,2.0,static,correlated,3.0,50.0,160,399.3,0.0,1.0,1.0,80.0,20.4,20.4,1.0,0.9925,1.0,-0.0075,0.0075,0.4,0.06,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,23.89967317720846,0.0,23.89967317720846,-0.080271574194292,1.6371759503641668e-11,0.9315249128390266,1.0,-0.0062574222981254,99081.76,0.0,0.0,1.0,0.9925,1.0,1.0,0.206138076679781,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b0_static_correlated_3s_50uA,conditioned_electrode_association,0.0,static,correlated,3.0,50.0,160,610.64,0.0,1.0,1.0,80.0,20.4,20.4,1.0,0.995,1.0,-0.005,0.005,0.4,0.04,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,33.96583241381948,0.0,33.96583241381948,-0.1533099252974803,1.6371759503641668e-11,0.8756306064919357,1.0,-0.0093953816810343,153827.0,0.0,0.0,1.0,0.995,1.0,1.0,0.2066398799998569,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b2_epoch_pause_correlated_3s_50uA,conditioned_electrode_association,2.0,epoch_pause,correlated,3.0,50.0,160,285.9,0.0,1.0,1.0,80.0,20.4,20.4,1.0,0.995,1.0,-0.005,0.005,0.4,0.04,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,18.38973785917397,0.0,18.38973785917397,-0.0483921001211067,1.6371759503641668e-11,0.9573143934851048,1.0,-0.0036366499346665,67443.2,0.0,0.0,1.0,0.995,1.0,1.0,0.2057257608004147,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b2_chirp_shared_3s_10uA,conditioned_electrode_association,2.0,chirp,shared,3.0,10.0,160,1744.34,0.0,1.0,1.0,80.0,20.4,20.4,1.0,0.995,1.0,-0.005,0.005,0.4,0.04,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,6.758610721949845,0.0,6.758610721949845,-0.0066356044702777,1.6371759503641668e-11,0.9930355530269916,1.0,0.0004040781365584,13381.22,0.0,0.0,1.0,0.995,1.0,1.0,0.2059210299991536,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b-2_chirp_correlated_3s_10uA,conditioned_electrode_association,-2.0,chirp,correlated,3.0,10.0,160,2185.1,0.0,1.0,1.0,80.0,20.4,20.4,1.0,0.995,1.0,-0.005,0.005,0.4,0.04,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,2.993803022372306,0.0,2.993803022372306,-0.0013499087223644,1.6371759503641668e-11,0.998700445985776,1.0,-5.4965262282822414e-05,3598.58,0.0,0.0,1.0,0.995,1.0,1.0,0.2064528858405538,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b-2_chirp_shared_3s_10uA,conditioned_electrode_association,-2.0,chirp,shared,3.0,10.0,160,3742.38,0.0,1.0,1.0,80.0,20.4,20.4,1.0,0.9975,1.0,-0.0025,0.0025,0.4,0.02,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,15.36970939528032,0.0,15.36970939528032,-0.0337180036774954,1.6371759503641668e-11,0.968941376367297,1.0,-0.001245757076157,48716.14,0.0,0.0,1.0,0.9975,1.0,1.0,0.2073096583405276,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b0_chirp_shared_3s_10uA,conditioned_electrode_association,0.0,chirp,shared,3.0,10.0,160,2596.9,0.0,1.0,1.0,80.0,20.4,20.4,1.0,0.9975,1.0,-0.0025,0.0025,0.4,0.02,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,4.369731063990382,0.0,4.369731063990382,-0.0031346751097379,1.6371759503641668e-11,0.996940564268576,1.0,-7.138312304291356e-05,6977.08,0.0,0.0,1.0,0.9975,1.0,1.0,0.2061472542013507,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b0_gated_burst_shared_3s_50uA,conditioned_electrode_association,0.0,gated_burst,shared,3.0,50.0,160,1062.96,0.0,1.0,1.0,80.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,143.67040324113609,0.0,143.67040324113609,-1.5654438292646955,1.6371759503641668e-11,0.3949728479080135,1.0,-0.0185921144558778,649175.2,0.0,0.0,1.0,1.0,1.0,1.0,0.2069780582794919,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b-2_gated_burst_shared_3s_50uA,conditioned_electrode_association,-2.0,gated_burst,shared,3.0,50.0,160,1061.26,0.0,1.0,1.0,80.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,143.50847668258825,0.0,143.50847668258825,-1.5635503124778012,1.6371759503641668e-11,0.3950218757152301,1.0,-0.0185504699560324,648635.64,0.0,0.0,1.0,1.0,1.0,1.0,0.2067191416406422,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b2_gated_burst_shared_3s_50uA,conditioned_electrode_association,2.0,gated_burst,shared,3.0,50.0,160,1088.92,0.0,1.0,1.0,80.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,126.69289781452744,0.0,126.69289781452744,-1.3155841371874166,1.6371759503641668e-11,0.4426506464022646,1.0,-0.022587605647022,621769.12,0.0,0.0,1.0,1.0,1.0,1.0,0.2056050115812104,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b2_gated_burst_correlated_3s_50uA,conditioned_electrode_association,2.0,gated_burst,correlated,3.0,50.0,160,628.22,0.0,1.0,1.0,80.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,62.907167666873335,0.0,62.907167666873335,-0.4537418618560137,1.6371759503641668e-11,0.7056185013161814,1.0,-0.022661828768341,340551.14,0.0,0.0,1.0,1.0,1.0,1.0,0.2047554892592597,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b-2_gated_burst_correlated_3s_50uA,conditioned_electrode_association,-2.0,gated_burst,correlated,3.0,50.0,160,617.44,0.0,1.0,1.0,80.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,62.79151207473208,0.0,62.79151207473208,-0.452307017378367,1.6371759503641668e-11,0.7057182131886773,1.0,-0.0216610861538093,336770.5,0.0,0.0,1.0,1.0,1.0,1.0,0.2061201541800983,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b0_gated_burst_correlated_3s_50uA,conditioned_electrode_association,0.0,gated_burst,correlated,3.0,50.0,160,612.88,0.0,1.0,1.0,80.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,61.080243303155974,0.0,61.080243303155974,-0.4331894579627715,1.6371759503641668e-11,0.7158549812043791,1.0,-0.0222256262694568,331282.78,0.0,0.0,1.0,1.0,1.0,1.0,0.2059389517389354,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b2_gated_burst_shared_3s_10uA,conditioned_electrode_association,2.0,gated_burst,shared,3.0,10.0,160,1088.92,0.0,1.0,1.0,80.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,13.32441876031374,0.0,13.32441876031374,-0.0240021606387183,1.6371759503641668e-11,0.9767699420868654,1.0,6.421880537443095e-05,40446.86,0.0,0.0,1.0,1.0,1.0,1.0,0.2056761041597928,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b0_gated_burst_shared_3s_10uA,conditioned_electrode_association,0.0,gated_burst,shared,3.0,10.0,160,1062.96,0.0,1.0,1.0,80.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,4.542897312056575,0.0,4.542897312056575,-0.0035075356093941,1.6371759503641668e-11,0.9968017241937628,1.0,-0.000306412728575,7013.08,0.0,0.0,1.0,1.0,1.0,1.0,0.2060079609006061,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b-2_gated_burst_shared_3s_10uA,conditioned_electrode_association,-2.0,gated_burst,shared,3.0,10.0,160,1061.26,0.0,1.0,1.0,80.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,4.102850439556194,0.0,4.102850439556194,-0.0029762079617896,1.6371759503641668e-11,0.9972458237151316,1.0,-0.0002180432035788,6355.14,0.0,0.0,1.0,1.0,1.0,1.0,0.2052293584193103,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b2_gated_burst_correlated_3s_10uA,conditioned_electrode_association,2.0,gated_burst,correlated,3.0,10.0,160,628.22,0.0,1.0,1.0,80.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,3.876356043168782,0.0,3.876356043168782,-0.0020364718068098,1.6371759503641668e-11,0.997689691252008,1.0,0.0002725123827438,4724.5,0.0,0.0,1.0,1.0,1.0,1.0,0.2051720190807827,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b2_chirp_correlated_3s_10uA,conditioned_electrode_association,2.0,chirp,correlated,3.0,10.0,160,1015.54,0.0,1.0,1.0,80.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,1.4920938174060436,0.0,1.4920938174060436,-0.0003866076527337,1.6371759503641668e-11,0.9995786206870584,1.0,3.2792321462564325e-05,1089.8,0.0,0.0,1.0,1.0,1.0,1.0,0.2055090758003643,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b0_chirp_correlated_3s_10uA,conditioned_electrode_association,0.0,chirp,correlated,3.0,10.0,160,1507.12,0.0,1.0,1.0,80.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,1.0749997282051629,0.0,1.0749997282051629,-0.0001126107477736,1.6371759503641668e-11,0.9997787168606236,1.0,0.0001075122036882,698.92,0.0,0.0,1.0,1.0,1.0,1.0,0.2065262874792097,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b0_gated_burst_correlated_3s_10uA,conditioned_electrode_association,0.0,gated_burst,correlated,3.0,10.0,160,612.88,0.0,1.0,1.0,80.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,0.7769276925889314,0.0,0.7769276925889314,-4.184921709195821e-05,1.6371759503641668e-11,0.9998773460055173,1.0,8.011052372605869e-05,440.66,0.0,0.0,1.0,1.0,1.0,1.0,0.2060527582609211,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b-2_gated_burst_correlated_3s_10uA,conditioned_electrode_association,-2.0,gated_burst,correlated,3.0,10.0,160,617.44,0.0,1.0,1.0,80.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,0.7473998901128509,0.0,0.7473998901128509,-0.00011287007355,1.6371759503641668e-11,0.999882957878918,1.0,3.5460972488035048e-06,419.92,0.0,0.0,1.0,1.0,1.0,1.0,0.2057558175190934,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
b-2_static_shared_3s_10uA,conditioned_electrode_association,-2.0,static,shared,3.0,10.0,160,1539.82,0.0,1.0,1.0,80.0,20.4,20.4,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,61.17383511349047,61.17383511349047,0.1369423393958009,0.0,0.1369423393958009,-4.769172670007204e-06,1.6371759503641668e-11,0.999992411183861,1.0,2.7759124461033156e-06,56.02,0.0,0.0,1.0,1.0,1.0,1.0,0.2075889266410376,50,experiments/snn_reset/results/snn_reset_final_n50_all_tasks_20260620T022002Z/conditioned_electrode_association
