task,seed,direction,alpha,score,criterion,distance_from_naive,distance_from_trained
conditioned_electrode_association,3,axis,1.0,0.0,0.4,1.1626737409804184e-15,29.886260038524682
conditioned_electrode_association,3,random,1.0,0.6875,0.4,41.354552720457264,29.844906408904563
conditioned_electrode_association,4,axis,0.0,0.6875,0.4,17.68772581012309,0.0
conditioned_electrode_association,4,random,0.0,0.6875,0.4,17.68772581012309,0.0
conditioned_electrode_association,4,axis,0.0667,0.3125,0.4,16.507954498587882,1.1797713115352104
conditioned_electrode_association,4,random,0.0667,0.6875,0.4,17.706122225670054,1.1797581182372525
conditioned_electrode_association,4,axis,0.1333,0.125,0.4,15.329951959633684,2.357773850489408
conditioned_electrode_association,4,random,0.1333,0.6875,0.4,17.802107647124313,2.3577102148987583
conditioned_electrode_association,4,axis,0.2,0.0625,0.4,14.150180648098473,3.5375451620246188
conditioned_electrode_association,4,random,0.2,0.6875,0.4,17.974480617432025,3.5373365490857855
conditioned_electrode_association,4,axis,0.2667,0.0,0.4,12.970409336563264,4.717316473559829
conditioned_electrode_association,4,random,0.2667,0.6875,0.4,18.221141955467452,4.716942020280682
conditioned_electrode_association,4,axis,0.3333,0.0,0.4,11.792406797609065,5.895319012514026
conditioned_electrode_association,4,random,0.3333,0.6875,0.4,18.538445626579595,5.894725237600153
conditioned_electrode_association,4,axis,0.4,0.0,0.4,10.612635486073854,7.075090324049237
conditioned_electrode_association,4,random,0.4,0.6875,0.4,18.923918264150803,7.074238708478847
conditioned_electrode_association,4,axis,0.4667,0.0,0.4,9.432864174538645,8.254861635584447
conditioned_electrode_association,4,random,0.4667,0.6875,0.4,19.373185609434593,8.253731567177919
conditioned_electrode_association,4,axis,0.5333,0.0,0.4,8.254861635584447,9.432864174538645
conditioned_electrode_association,4,random,0.5333,0.6875,0.4,19.881041801899816,9.431427333734966
conditioned_electrode_association,4,axis,0.6,0.0,0.4,7.0750903240492375,10.612635486073854
conditioned_electrode_association,4,random,0.6,0.6875,0.4,20.444463432974732,10.610820256317634
conditioned_electrode_association,4,axis,0.6667,0.0,0.4,5.895319012514028,11.792406797609065
conditioned_electrode_association,4,random,0.6667,0.6875,0.4,21.058360300699956,11.790161231372702
conditioned_electrode_association,4,axis,0.7333,0.0,0.4,4.71731647355983,12.970409336563263
conditioned_electrode_association,4,random,0.7333,0.75,0.4,21.717476953339887,12.96768897948946
conditioned_electrode_association,4,axis,0.8,0.0,0.4,3.537545162024618,14.150180648098473
conditioned_electrode_association,4,random,0.8,0.75,0.4,22.4198454025311,14.146970983635217
conditioned_electrode_association,4,axis,0.8667,0.0,0.4,2.3577738504894077,15.329951959633684
conditioned_electrode_association,4,random,0.8667,0.8125,0.4,23.16016848840706,15.326130574632472
conditioned_electrode_association,4,axis,0.9333,0.0,0.4,1.17977131153521,16.507954498587882
conditioned_electrode_association,4,random,0.9333,0.8125,0.4,23.933940545332664,16.503404165435626
conditioned_electrode_association,4,axis,1.0,0.0,0.4,4.704140204225353e-16,17.68772581012309
conditioned_electrode_association,4,random,1.0,0.875,0.4,24.740005196719412,17.682261520982177
pattern_discrimination,1,axis,0.0,0.5,0.35,32.586964474826445,0.0
pattern_discrimination,1,random,0.0,0.5,0.35,32.586964474826445,0.0
pattern_discrimination,1,axis,0.0667,0.46875,0.35,30.41341394435552,2.1735505304709237
pattern_discrimination,1,random,0.0667,0.5,0.35,32.567140608606074,2.17339158288781
pattern_discrimination,1,axis,0.1333,0.09375,0.35,28.243122110332077,4.343842364494365
pattern_discrimination,1,random,0.1333,0.5,0.35,32.68852394737102,4.3431450954787065
pattern_discrimination,1,axis,0.2,0.0,0.35,26.069571579861154,6.5173928949652895
pattern_discrimination,1,random,0.2,0.5,0.35,32.95032361387874,6.516003176806884
pattern_discrimination,1,axis,0.2667,0.0,0.35,23.89602104939023,8.690943425436213
pattern_discrimination,1,random,0.2667,0.5,0.35,33.34923343238189,8.688561143615882
pattern_discrimination,1,axis,0.3333,0.0,0.35,21.72572921536679,10.861235259459653
pattern_discrimination,1,random,0.3333,0.5,0.35,33.879131085404055,10.857546434152354
pattern_discrimination,1,axis,0.4,0.0,0.35,19.552178684895864,13.034785789930577
pattern_discrimination,1,random,0.4,0.5,0.35,34.535184027990226,13.029393423068106
pattern_discrimination,1,axis,0.4667,0.0,0.35,17.37862815442494,15.208336320401502
pattern_discrimination,1,random,0.4667,0.5,0.35,35.31033203239042,15.201106941774494
pattern_discrimination,1,axis,0.5333,0.0,0.35,15.208336320401502,17.37862815442494
pattern_discrimination,1,random,0.5333,0.5,0.35,36.195289612265135,17.36930510802789
pattern_discrimination,1,axis,0.6,0.0,0.35,13.034785789930577,19.552178684895864
pattern_discrimination,1,random,0.6,0.5,0.35,37.18479964985895,19.5404284647211
pattern_discrimination,1,axis,0.6667,0.0,0.35,10.861235259459654,21.725729215366787
pattern_discrimination,1,random,0.6667,0.5,0.35,38.26981767015266,21.710561759933913
pattern_discrimination,1,axis,0.7333,0.0,0.35,8.690943425436215,23.896021049390228
pattern_discrimination,1,random,0.7333,0.5,0.35,39.43963652540094,23.875621470314567
pattern_discrimination,1,axis,0.8,0.0,0.35,6.517392894965287,26.069571579861154
