probe,condition,protocol_id,seed,duration_s,current_uA,schedule,spatial_mode,initial_trials,initial_response_probability,trained_delta_norm,consolidation_s,consolidation_weight_change_norm,homeostasis_rate,homeostasis_interval_ms,weight_erasure_reset,weight_erasure_no_reset,weight_erasure_delta,path_erasure_reset,path_erasure_no_reset,path_erasure_delta,post_behavior_reset,post_behavior_no_reset,post_behavior_delta,post_delta_norm_reset,post_delta_norm_no_reset,post_delta_norm_delta,post_minus_trained_norm_reset,post_minus_trained_norm_no_reset,post_minus_trained_norm_delta,residual_trace_correlation_reset,residual_trace_correlation_no_reset,residual_trace_correlation_delta,reset_window_neuron_spikes_reset,reset_window_neuron_spikes_no_reset,reset_window_neuron_spikes_delta,post_readout_neuron_spikes_reset,post_readout_neuron_spikes_no_reset,post_readout_neuron_spikes_delta
homeostasis_sweep,slow_homeostasis_interval,low_burden_0.75s,4,0.75,0.8,epoch_pause,independent,48,0.875,2.6461378482842908,0.0,0.0,0.003,1000.0,-0.16682492691035433,-0.16682492691035433,0.0,-0.16753385652143993,-0.16753385652143993,0.0,0.625,0.625,0.0,3.087579602585865,3.087579602585865,0.0,0.4676992654351395,0.4676992654351395,0.0,0.9950828155428376,0.9950828155428376,0.0,827,827,0,1830,1830,0
homeostasis_sweep,slow_homeostasis_interval,mid_burden_1.5s,4,1.5,0.8,static,shared,48,0.875,2.6461378482842908,0.0,0.0,0.003,1000.0,-0.3342954325493561,-0.3342954325493561,0.0,-0.34029895904985263,-0.34029895904985263,0.0,0.625,0.625,0.0,3.5307296461960056,3.5307296461960056,0.0,0.9123491673987909,0.9123491673987909,0.0,0.9910043107648265,0.9910043107648265,0.0,1746,1746,0,1758,1758,0
homeostasis_sweep,slow_homeostasis_interval,high_burden_3s,4,3.0,2.6,static,shared,48,0.875,2.6461378482842908,0.0,0.0,0.003,1000.0,-0.5030705954824051,-0.5030705954824051,0.0,-0.5072847441684032,-0.5072847441684032,0.0,0.375,0.375,0.0,3.9773319928522697,3.9773319928522697,0.0,1.3659427823549162,1.3659427823549162,0.0,0.9849921551716004,0.9849921551716004,0.0,3504,3504,0,1826,1826,0
homeostasis_sweep,homeostasis_off,low_burden_0.75s,1,0.75,0.8,epoch_pause,independent,16,0.875,0.19163801314757042,0.0,0.0,0.0,1000.0,-0.3323522285400453,-0.3323522285400453,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.2553293352225042,0.2553293352225042,0.0,0.16872445389456012,0.16872445389456012,0.0,0.7505490154483612,0.7505490154483612,0.0,923,923,0,1888,1888,0
homeostasis_sweep,homeostasis_off,mid_burden_1.5s,1,1.5,0.8,static,shared,16,0.875,0.19163801314757042,0.0,0.0,0.0,1000.0,-0.6027487478174798,-0.6027487478174798,0.0,1.0,1.0,0.0,0.75,0.75,0.0,0.30714758720924695,0.30714758720924695,0.0,0.23982878525199697,0.23982878525199697,0.0,0.6247432635065827,0.6247432635065827,0.0,1877,1877,0,1818,1818,0
homeostasis_sweep,homeostasis_off,high_burden_3s,1,3.0,2.6,static,shared,16,0.875,0.19163801314757042,0.0,0.0,0.0,1000.0,-1.0138752098895072,-1.0138752098895072,0.0,-5935.403522005528,-5935.403522005528,0.0,0.25,0.25,0.0,0.38593504596424677,0.38593504596424677,0.0,0.3348493177690703,0.3348493177690703,0.0,0.49719995785626886,0.49719995785626886,0.0,3695,3695,0,1779,1779,0
homeostasis_sweep,homeostasis_off,low_burden_0.75s,3,0.75,0.8,epoch_pause,independent,48,0.875,0.3447638481750894,0.0,0.0,0.0,1000.0,-0.11834665661159871,-0.11834665661159871,0.0,-6247.112532442063,-6247.112532442063,0.0,0.375,0.375,0.0,0.38556549804550677,0.38556549804550677,0.0,0.17236410356614265,0.17236410356614265,0.0,0.894512651834316,0.894512651834316,0.0,914,914,0,1733,1733,0
homeostasis_sweep,homeostasis_off,mid_burden_1.5s,3,1.5,0.8,static,shared,48,0.875,0.3447638481750894,0.0,0.0,0.0,1000.0,-0.19863836979953775,-0.19863836979953775,0.0,-11811.457481469306,-11811.457481469306,0.0,0.625,0.625,0.0,0.41324717814104295,0.41324717814104295,0.0,0.22764415467262744,0.22764415467262744,0.0,0.8345928303768747,0.8345928303768747,0.0,1742,1742,0,1796,1796,0
homeostasis_sweep,homeostasis_off,high_burden_3s,3,3.0,2.6,static,shared,48,0.875,0.3447638481750894,0.0,0.0,0.0,1000.0,-0.3772604493403191,-0.3772604493403191,0.0,-22232.59537897873,-22232.59537897873,0.0,0.75,0.75,0.0,0.4748296138311817,0.4748296138311817,0.0,0.3262971002675415,0.3262971002675415,0.0,0.7264785127433,0.7264785127433,0.0,3538,3538,0,1840,1840,0
homeostasis_sweep,homeostasis_off,low_burden_0.75s,4,0.75,0.8,epoch_pause,independent,48,0.875,0.3555776925049424,0.0,0.0,0.0,1000.0,-0.09137099217395805,-0.09137099217395805,0.0,-0.6246236272199979,-0.6246236272199979,0.0,0.625,0.625,0.0,0.3880671801554166,0.3880671801554166,0.0,0.15607767204812675,0.15607767204812675,0.0,0.9155540051630006,0.9155540051630006,0.0,827,827,0,1830,1830,0
homeostasis_sweep,homeostasis_off,mid_burden_1.5s,4,1.5,0.8,static,shared,48,0.875,0.3555776925049424,0.0,0.0,0.0,1000.0,-0.18798995264006524,-0.18798995264006524,0.0,-0.020734007577705826,-0.020734007577705826,0.0,0.625,0.625,0.0,0.4224227272668002,0.4224227272668002,0.0,0.22879854812368491,0.22879854812368491,0.0,0.8406123608861262,0.8406123608861262,0.0,1746,1746,0,1758,1758,0
homeostasis_sweep,homeostasis_off,high_burden_3s,4,3.0,2.6,static,shared,48,0.875,0.3555776925049424,0.0,0.0,0.0,1000.0,-0.3615874883335677,-0.3615874883335677,0.0,0.4166054013840632,0.4166054013840632,0.0,0.375,0.375,0.0,0.4841501386068377,0.4841501386068377,0.0,0.3294652921147246,0.3294652921147246,0.0,0.7327433410836208,0.7327433410836208,0.0,3504,3504,0,1826,1826,0
