probe,condition,control_mode,protocol_id,seed,beta,schedule,spatial_mode,duration_s,current_uA,pulse_width_us,total_pulses,initial_trials,initial_response_probability,initial_reached_criterion,weight_erasure,path_erasure,residual_trace_correlation,post_behavior,trained_delta_norm,post_delta_norm,post_minus_trained_norm,baseline_weight_norm,reset_window_neuron_spikes,post_readout_neuron_spikes,homeostasis_rate,homeostasis_interval_ms,consolidation_s,consolidation_spikes,consolidation_weight_change_norm
homeostasis_sweep,default_homeostasis,reset,high_burden_3s,3,-2.0,static,shared,3.0,2.6,160,1539,48,0.875,True,-1.2101533788339753,-1.209915293686611,0.9999836529884484,0.75,76.30150484186338,168.63802873857142,92.33718532616301,198.90535604574396,3538,1840,0.012,100.0,0.0,0,0.0
homeostasis_sweep,default_homeostasis,no_reset,high_burden_3s,3,-2.0,static,shared,3.0,2.6,160,0,48,0.875,True,-1.2101533788339753,-1.209915293686611,0.9999836529884484,0.75,76.30150484186338,168.63802873857142,92.33718532616301,198.90535604574396,3538,1840,0.012,100.0,0.0,0,0.0
homeostasis_sweep,default_homeostasis,reset,low_burden_0.75s,4,2.0,epoch_pause,independent,0.75,0.8,160,20,48,0.875,True,-0.2836788897920244,-0.28366131155995067,0.9999939286387561,0.625,76.75862005574685,98.5334201764126,21.775399777695032,197.98112228231966,827,1830,0.012,100.0,0.0,0,0.0
homeostasis_sweep,default_homeostasis,no_reset,low_burden_0.75s,4,2.0,epoch_pause,independent,0.75,0.8,160,0,48,0.875,True,-0.2836788897920244,-0.28366131155995067,0.9999939286387561,0.625,76.75862005574685,98.5334201764126,21.775399777695032,197.98112228231966,827,1830,0.012,100.0,0.0,0,0.0
homeostasis_sweep,default_homeostasis,reset,mid_burden_1.5s,4,0.0,static,shared,1.5,0.8,160,431,48,0.875,True,-0.5538771967752436,-0.5540067895027045,0.9999891227107404,0.625,76.75862005574685,119.27346936211379,42.51551536482054,197.98112228231966,1746,1758,0.012,100.0,0.0,0,0.0
homeostasis_sweep,default_homeostasis,no_reset,mid_burden_1.5s,4,0.0,static,shared,1.5,0.8,160,0,48,0.875,True,-0.5538771967752436,-0.5540067895027045,0.9999891227107404,0.625,76.75862005574685,119.27346936211379,42.51551536482054,197.98112228231966,1746,1758,0.012,100.0,0.0,0,0.0
homeostasis_sweep,default_homeostasis,reset,high_burden_3s,4,-2.0,static,shared,3.0,2.6,160,1439,48,0.875,True,-1.210006800945031,-1.21011318946463,0.9999828555476095,0.375,76.75862005574685,169.63707235656622,92.87913576941123,197.98112228231966,3504,1826,0.012,100.0,0.0,0,0.0
homeostasis_sweep,default_homeostasis,no_reset,high_burden_3s,4,-2.0,static,shared,3.0,2.6,160,0,48,0.875,True,-1.210006800945031,-1.21011318946463,0.9999828555476095,0.375,76.75862005574685,169.63707235656622,92.87913576941123,197.98112228231966,3504,1826,0.012,100.0,0.0,0,0.0
homeostasis_sweep,low_homeostasis_rate,reset,low_burden_0.75s,1,2.0,epoch_pause,independent,0.75,0.8,160,23,16,0.875,True,-0.6842304584952441,-0.6846018143593349,0.9989902480501639,0.5,5.291608413554905,8.9122880662231,3.6244203227855305,197.84471483464534,923,1888,0.003,100.0,0.0,0,0.0
homeostasis_sweep,low_homeostasis_rate,no_reset,low_burden_0.75s,1,2.0,epoch_pause,independent,0.75,0.8,160,0,16,0.875,True,-0.6842304584952441,-0.6846018143593349,0.9989902480501639,0.5,5.291608413554905,8.9122880662231,3.6244203227855305,197.84471483464534,923,1888,0.003,100.0,0.0,0,0.0
homeostasis_sweep,low_homeostasis_rate,reset,mid_burden_1.5s,1,0.0,static,shared,1.5,0.8,160,451,16,0.875,True,-1.2949660513247285,-1.2957532425411973,0.9985797516777524,0.75,5.291608413554905,12.144061668307778,6.856241704053331,197.84471483464534,1877,1818,0.003,100.0,0.0,0,0.0
homeostasis_sweep,low_homeostasis_rate,no_reset,mid_burden_1.5s,1,0.0,static,shared,1.5,0.8,160,0,16,0.875,True,-1.2949660513247285,-1.2957532425411973,0.9985797516777524,0.75,5.291608413554905,12.144061668307778,6.856241704053331,197.84471483464534,1877,1818,0.003,100.0,0.0,0,0.0
homeostasis_sweep,low_homeostasis_rate,reset,high_burden_3s,1,-2.0,static,shared,3.0,2.6,160,1563,16,0.875,True,-2.646109510426173,-2.646805454005249,0.9982534844704892,0.25,5.291608413554905,19.2937837657598,14.005797628654912,197.84471483464534,3695,1779,0.003,100.0,0.0,0,0.0
homeostasis_sweep,low_homeostasis_rate,no_reset,high_burden_3s,1,-2.0,static,shared,3.0,2.6,160,0,16,0.875,True,-2.646109510426173,-2.646805454005249,0.9982534844704892,0.25,5.291608413554905,19.2937837657598,14.005797628654912,197.84471483464534,3695,1779,0.003,100.0,0.0,0,0.0
homeostasis_sweep,low_homeostasis_rate,reset,low_burden_0.75s,3,2.0,epoch_pause,independent,0.75,0.8,160,13,48,0.875,True,-0.2360897792420078,-0.2358737688571495,0.999846535303741,0.375,16.332356310084663,20.188258707070453,3.859715036447828,198.90535604574396,914,1733,0.003,100.0,0.0,0,0.0
homeostasis_sweep,low_homeostasis_rate,no_reset,low_burden_0.75s,3,2.0,epoch_pause,independent,0.75,0.8,160,0,48,0.875,True,-0.2360897792420078,-0.2358737688571495,0.999846535303741,0.375,16.332356310084663,20.188258707070453,3.859715036447828,198.90535604574396,914,1733,0.003,100.0,0.0,0,0.0
homeostasis_sweep,low_homeostasis_rate,reset,mid_burden_1.5s,3,0.0,static,shared,1.5,0.8,160,514,48,0.875,True,-0.44751607869432464,-0.4471019259040907,0.9997671167754931,0.625,16.332356310084663,23.641348363259777,7.312567193978774,198.90535604574396,1742,1796,0.003,100.0,0.0,0,0.0
homeostasis_sweep,low_homeostasis_rate,no_reset,mid_burden_1.5s,3,0.0,static,shared,1.5,0.8,160,0,48,0.875,True,-0.44751607869432464,-0.4471019259040907,0.9997671167754931,0.625,16.332356310084663,23.641348363259777,7.312567193978774,198.90535604574396,1742,1796,0.003,100.0,0.0,0,0.0
homeostasis_sweep,low_homeostasis_rate,reset,high_burden_3s,3,-2.0,static,shared,3.0,2.6,160,1539,48,0.875,True,-0.9154318352949409,-0.9146011866043144,0.9996382877348323,0.75,16.332356310084663,31.283515223631806,14.954751259461496,198.90535604574396,3538,1840,0.003,100.0,0.0,0,0.0
homeostasis_sweep,low_homeostasis_rate,no_reset,high_burden_3s,3,-2.0,static,shared,3.0,2.6,160,0,48,0.875,True,-0.9154318352949409,-0.9146011866043144,0.9996382877348323,0.75,16.332356310084663,31.283515223631806,14.954751259461496,198.90535604574396,3538,1840,0.003,100.0,0.0,0,0.0
homeostasis_sweep,low_homeostasis_rate,reset,low_burden_0.75s,4,2.0,epoch_pause,independent,0.75,0.8,160,20,48,0.875,True,-0.2366157538275484,-0.23658600842152966,0.9998667068477836,0.625,16.42822818886822,20.315405787064872,3.8904346087247372,197.98112228231966,827,1830,0.003,100.0,0.0,0,0.0
homeostasis_sweep,low_homeostasis_rate,no_reset,low_burden_0.75s,4,2.0,epoch_pause,independent,0.75,0.8,160,0,48,0.875,True,-0.2366157538275484,-0.23658600842152966,0.9998667068477836,0.625,16.42822818886822,20.315405787064872,3.8904346087247372,197.98112228231966,827,1830,0.003,100.0,0.0,0,0.0
homeostasis_sweep,low_homeostasis_rate,reset,mid_burden_1.5s,4,0.0,static,shared,1.5,0.8,160,431,48,0.875,True,-0.44805230213338865,-0.4487324099422647,0.9997594250623001,0.625,16.42822818886822,23.78893365031131,7.36434109811761,197.98112228231966,1746,1758,0.003,100.0,0.0,0,0.0
homeostasis_sweep,low_homeostasis_rate,no_reset,mid_burden_1.5s,4,0.0,static,shared,1.5,0.8,160,0,48,0.875,True,-0.44805230213338865,-0.4487324099422647,0.9997594250623001,0.625,16.42822818886822,23.78893365031131,7.36434109811761,197.98112228231966,1746,1758,0.003,100.0,0.0,0,0.0
homeostasis_sweep,low_homeostasis_rate,reset,high_burden_3s,4,-2.0,static,shared,3.0,2.6,160,1439,48,0.875,True,-0.9151695845289778,-0.9157434093019936,0.999619818477476,0.375,16.42822818886822,31.462842956937163,15.038335279645356,197.98112228231966,3504,1826,0.003,100.0,0.0,0,0.0
homeostasis_sweep,low_homeostasis_rate,no_reset,high_burden_3s,4,-2.0,static,shared,3.0,2.6,160,0,48,0.875,True,-0.9151695845289778,-0.9157434093019936,0.999619818477476,0.375,16.42822818886822,31.462842956937163,15.038335279645356,197.98112228231966,3504,1826,0.003,100.0,0.0,0,0.0
homeostasis_sweep,slow_homeostasis_interval,reset,low_burden_0.75s,1,2.0,epoch_pause,independent,0.75,0.8,160,23,16,0.875,True,-0.4940240379883929,-0.5012868554748608,0.9663439434110075,0.5,0.8893557168179625,1.328718820742458,0.4669778526331794,197.84471483464534,923,1888,0.003,1000.0,0.0,0,0.0
homeostasis_sweep,slow_homeostasis_interval,no_reset,low_burden_0.75s,1,2.0,epoch_pause,independent,0.75,0.8,160,0,16,0.875,True,-0.4940240379883929,-0.5012868554748608,0.9663439434110075,0.5,0.8893557168179625,1.328718820742458,0.4669778526331794,197.84471483464534,923,1888,0.003,1000.0,0.0,0,0.0
homeostasis_sweep,slow_homeostasis_interval,reset,mid_burden_1.5s,1,0.0,static,shared,1.5,0.8,160,451,16,0.875,True,-0.9861297336411856,-1.0031157382167586,0.9522654092501069,0.75,0.8893557168179625,1.7663758349420553,0.9033923454228913,197.84471483464534,1877,1818,0.003,1000.0,0.0,0,0.0
homeostasis_sweep,slow_homeostasis_interval,no_reset,mid_burden_1.5s,1,0.0,static,shared,1.5,0.8,160,0,16,0.875,True,-0.9861297336411856,-1.0031157382167586,0.9522654092501069,0.75,0.8893557168179625,1.7663758349420553,0.9033923454228913,197.84471483464534,1877,1818,0.003,1000.0,0.0,0,0.0
homeostasis_sweep,slow_homeostasis_interval,reset,high_burden_3s,1,-2.0,static,shared,3.0,2.6,160,1563,16,0.875,True,-1.485443060016543,-1.501128625349974,0.9367596811638406,0.25,0.8893557168179625,2.2104429967366857,1.3501982929192604,197.84471483464534,3695,1779,0.003,1000.0,0.0,0,0.0
homeostasis_sweep,slow_homeostasis_interval,no_reset,high_burden_3s,1,-2.0,static,shared,3.0,2.6,160,0,16,0.875,True,-1.485443060016543,-1.501128625349974,0.9367596811638406,0.25,0.8893557168179625,2.2104429967366857,1.3501982929192604,197.84471483464534,3695,1779,0.003,1000.0,0.0,0,0.0
homeostasis_sweep,slow_homeostasis_interval,reset,low_burden_0.75s,3,2.0,epoch_pause,independent,0.75,0.8,160,13,48,0.875,True,-0.16715904193183717,-0.16635070081888248,0.9942113884357876,0.375,2.628766249349202,3.0681882982203224,0.47045358598813775,198.90535604574396,914,1733,0.003,1000.0,0.0,0,0.0
homeostasis_sweep,slow_homeostasis_interval,no_reset,low_burden_0.75s,3,2.0,epoch_pause,independent,0.75,0.8,160,0,48,0.875,True,-0.16715904193183717,-0.16635070081888248,0.9942113884357876,0.375,2.628766249349202,3.0681882982203224,0.47045358598813775,198.90535604574396,914,1733,0.003,1000.0,0.0,0,0.0
homeostasis_sweep,slow_homeostasis_interval,reset,mid_burden_1.5s,3,0.0,static,shared,1.5,0.8,160,514,48,0.875,True,-0.3344801300558169,-0.3335708143855496,0.9912434981282585,0.625,2.628766249349202,3.508036327652345,0.9065773169764675,198.90535604574396,1742,1796,0.003,1000.0,0.0,0,0.0
homeostasis_sweep,slow_homeostasis_interval,no_reset,mid_burden_1.5s,3,0.0,static,shared,1.5,0.8,160,0,48,0.875,True,-0.3344801300558169,-0.3335708143855496,0.9912434981282585,0.625,2.628766249349202,3.508036327652345,0.9065773169764675,198.90535604574396,1742,1796,0.003,1000.0,0.0,0,0.0
homeostasis_sweep,slow_homeostasis_interval,reset,high_burden_3s,3,-2.0,static,shared,3.0,2.6,160,1539,48,0.875,True,-0.5040536134628937,-0.500014992677692,0.9855238413603568,0.75,2.628766249349202,3.953805377787019,1.3588932548643087,198.90535604574396,3538,1840,0.003,1000.0,0.0,0,0.0
homeostasis_sweep,slow_homeostasis_interval,no_reset,high_burden_3s,3,-2.0,static,shared,3.0,2.6,160,0,48,0.875,True,-0.5040536134628937,-0.500014992677692,0.9855238413603568,0.75,2.628766249349202,3.953805377787019,1.3588932548643087,198.90535604574396,3538,1840,0.003,1000.0,0.0,0,0.0
homeostasis_sweep,slow_homeostasis_interval,reset,low_burden_0.75s,4,2.0,epoch_pause,independent,0.75,0.8,160,20,48,0.875,True,-0.16682492691035433,-0.16753385652143993,0.9950828155428376,0.625,2.6461378482842908,3.087579602585865,0.4676992654351395,197.98112228231966,827,1830,0.003,1000.0,0.0,0,0.0
homeostasis_sweep,slow_homeostasis_interval,no_reset,low_burden_0.75s,4,2.0,epoch_pause,independent,0.75,0.8,160,0,48,0.875,True,-0.16682492691035433,-0.16753385652143993,0.9950828155428376,0.625,2.6461378482842908,3.087579602585865,0.4676992654351395,197.98112228231966,827,1830,0.003,1000.0,0.0,0,0.0
homeostasis_sweep,slow_homeostasis_interval,reset,mid_burden_1.5s,4,0.0,static,shared,1.5,0.8,160,431,48,0.875,True,-0.3342954325493561,-0.34029895904985263,0.9910043107648265,0.625,2.6461378482842908,3.5307296461960056,0.9123491673987909,197.98112228231966,1746,1758,0.003,1000.0,0.0,0,0.0
homeostasis_sweep,slow_homeostasis_interval,no_reset,mid_burden_1.5s,4,0.0,static,shared,1.5,0.8,160,0,48,0.875,True,-0.3342954325493561,-0.34029895904985263,0.9910043107648265,0.625,2.6461378482842908,3.5307296461960056,0.9123491673987909,197.98112228231966,1746,1758,0.003,1000.0,0.0,0,0.0
homeostasis_sweep,slow_homeostasis_interval,reset,high_burden_3s,4,-2.0,static,shared,3.0,2.6,160,1439,48,0.875,True,-0.5030705954824051,-0.5072847441684032,0.9849921551716004,0.375,2.6461378482842908,3.9773319928522697,1.3659427823549162,197.98112228231966,3504,1826,0.003,1000.0,0.0,0,0.0
homeostasis_sweep,slow_homeostasis_interval,no_reset,high_burden_3s,4,-2.0,static,shared,3.0,2.6,160,0,48,0.875,True,-0.5030705954824051,-0.5072847441684032,0.9849921551716004,0.375,2.6461378482842908,3.9773319928522697,1.3659427823549162,197.98112228231966,3504,1826,0.003,1000.0,0.0,0,0.0
homeostasis_sweep,homeostasis_off,reset,low_burden_0.75s,1,2.0,epoch_pause,independent,0.75,0.8,160,23,16,0.875,True,-0.3323522285400453,1.0,0.7505490154483612,0.5,0.19163801314757042,0.2553293352225042,0.16872445389456012,197.84471483464534,923,1888,0.0,1000.0,0.0,0,0.0
homeostasis_sweep,homeostasis_off,no_reset,low_burden_0.75s,1,2.0,epoch_pause,independent,0.75,0.8,160,0,16,0.875,True,-0.3323522285400453,1.0,0.7505490154483612,0.5,0.19163801314757042,0.2553293352225042,0.16872445389456012,197.84471483464534,923,1888,0.0,1000.0,0.0,0,0.0
homeostasis_sweep,homeostasis_off,reset,mid_burden_1.5s,1,0.0,static,shared,1.5,0.8,160,451,16,0.875,True,-0.6027487478174798,1.0,0.6247432635065827,0.75,0.19163801314757042,0.30714758720924695,0.23982878525199697,197.84471483464534,1877,1818,0.0,1000.0,0.0,0,0.0
homeostasis_sweep,homeostasis_off,no_reset,mid_burden_1.5s,1,0.0,static,shared,1.5,0.8,160,0,16,0.875,True,-0.6027487478174798,1.0,0.6247432635065827,0.75,0.19163801314757042,0.30714758720924695,0.23982878525199697,197.84471483464534,1877,1818,0.0,1000.0,0.0,0,0.0
homeostasis_sweep,homeostasis_off,reset,high_burden_3s,1,-2.0,static,shared,3.0,2.6,160,1563,16,0.875,True,-1.0138752098895072,-5935.403522005528,0.49719995785626886,0.25,0.19163801314757042,0.38593504596424677,0.3348493177690703,197.84471483464534,3695,1779,0.0,1000.0,0.0,0,0.0
homeostasis_sweep,homeostasis_off,no_reset,high_burden_3s,1,-2.0,static,shared,3.0,2.6,160,0,16,0.875,True,-1.0138752098895072,-5935.403522005528,0.49719995785626886,0.25,0.19163801314757042,0.38593504596424677,0.3348493177690703,197.84471483464534,3695,1779,0.0,1000.0,0.0,0,0.0
homeostasis_sweep,homeostasis_off,reset,low_burden_0.75s,3,2.0,epoch_pause,independent,0.75,0.8,160,13,48,0.875,True,-0.11834665661159871,-6247.112532442063,0.894512651834316,0.375,0.3447638481750894,0.38556549804550677,0.17236410356614265,198.90535604574396,914,1733,0.0,1000.0,0.0,0,0.0
homeostasis_sweep,homeostasis_off,no_reset,low_burden_0.75s,3,2.0,epoch_pause,independent,0.75,0.8,160,0,48,0.875,True,-0.11834665661159871,-6247.112532442063,0.894512651834316,0.375,0.3447638481750894,0.38556549804550677,0.17236410356614265,198.90535604574396,914,1733,0.0,1000.0,0.0,0,0.0
homeostasis_sweep,homeostasis_off,reset,mid_burden_1.5s,3,0.0,static,shared,1.5,0.8,160,514,48,0.875,True,-0.19863836979953775,-11811.457481469306,0.8345928303768747,0.625,0.3447638481750894,0.41324717814104295,0.22764415467262744,198.90535604574396,1742,1796,0.0,1000.0,0.0,0,0.0
homeostasis_sweep,homeostasis_off,no_reset,mid_burden_1.5s,3,0.0,static,shared,1.5,0.8,160,0,48,0.875,True,-0.19863836979953775,-11811.457481469306,0.8345928303768747,0.625,0.3447638481750894,0.41324717814104295,0.22764415467262744,198.90535604574396,1742,1796,0.0,1000.0,0.0,0,0.0
homeostasis_sweep,homeostasis_off,reset,high_burden_3s,3,-2.0,static,shared,3.0,2.6,160,1539,48,0.875,True,-0.3772604493403191,-22232.59537897873,0.7264785127433,0.75,0.3447638481750894,0.4748296138311817,0.3262971002675415,198.90535604574396,3538,1840,0.0,1000.0,0.0,0,0.0
homeostasis_sweep,homeostasis_off,no_reset,high_burden_3s,3,-2.0,static,shared,3.0,2.6,160,0,48,0.875,True,-0.3772604493403191,-22232.59537897873,0.7264785127433,0.75,0.3447638481750894,0.4748296138311817,0.3262971002675415,198.90535604574396,3538,1840,0.0,1000.0,0.0,0,0.0
homeostasis_sweep,homeostasis_off,reset,low_burden_0.75s,4,2.0,epoch_pause,independent,0.75,0.8,160,20,48,0.875,True,-0.09137099217395805,-0.6246236272199979,0.9155540051630006,0.625,0.3555776925049424,0.3880671801554166,0.15607767204812675,197.98112228231966,827,1830,0.0,1000.0,0.0,0,0.0
homeostasis_sweep,homeostasis_off,no_reset,low_burden_0.75s,4,2.0,epoch_pause,independent,0.75,0.8,160,0,48,0.875,True,-0.09137099217395805,-0.6246236272199979,0.9155540051630006,0.625,0.3555776925049424,0.3880671801554166,0.15607767204812675,197.98112228231966,827,1830,0.0,1000.0,0.0,0,0.0
homeostasis_sweep,homeostasis_off,reset,mid_burden_1.5s,4,0.0,static,shared,1.5,0.8,160,431,48,0.875,True,-0.18798995264006524,-0.020734007577705826,0.8406123608861262,0.625,0.3555776925049424,0.4224227272668002,0.22879854812368491,197.98112228231966,1746,1758,0.0,1000.0,0.0,0,0.0
homeostasis_sweep,homeostasis_off,no_reset,mid_burden_1.5s,4,0.0,static,shared,1.5,0.8,160,0,48,0.875,True,-0.18798995264006524,-0.020734007577705826,0.8406123608861262,0.625,0.3555776925049424,0.4224227272668002,0.22879854812368491,197.98112228231966,1746,1758,0.0,1000.0,0.0,0,0.0
homeostasis_sweep,homeostasis_off,reset,high_burden_3s,4,-2.0,static,shared,3.0,2.6,160,1439,48,0.875,True,-0.3615874883335677,0.4166054013840632,0.7327433410836208,0.375,0.3555776925049424,0.4841501386068377,0.3294652921147246,197.98112228231966,3504,1826,0.0,1000.0,0.0,0,0.0
homeostasis_sweep,homeostasis_off,no_reset,high_burden_3s,4,-2.0,static,shared,3.0,2.6,160,0,48,0.875,True,-0.3615874883335677,0.4166054013840632,0.7327433410836208,0.375,0.3555776925049424,0.4841501386068377,0.3294652921147246,197.98112228231966,3504,1826,0.0,1000.0,0.0,0,0.0
