probe,condition,protocol_id,replicates,duration_s,current_uA,schedule,weight_erasure_delta,post_behavior_delta,post_delta_norm_delta,post_minus_trained_norm_delta,residual_trace_correlation_delta,reset_window_neuron_spikes_delta,post_readout_neuron_spikes_delta,trained_delta_norm
training_depth,criterion_1.0_max240,high_burden_3s,3,3.0,2.6,static,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.14064427364974
training_depth,criterion_1.0_max240,low_burden_0.75s,3,0.75,0.8,epoch_pause,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.14064427364974
training_depth,criterion_1.0_max240,mid_burden_1.5s,3,1.5,0.8,static,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.14064427364974
