rows,protocols,seeds,mean,std,min,q05,median,q95,max,near_zero_fraction_abs_lt_0_1
1620,540,3,0.9999661911742446,3.34294677718881e-05,0.9999012892645086,0.9999012892645086,0.9999836529884484,0.999993928638756,0.999993928638756,0.0
